aid,gid,atype,created_by,aval,cval_id,alocn,aref,adate,modified_by,created_date,modified_date
208447,35816,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208448,35817,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208449,35818,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208450,35819,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208451,35820,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208452,35821,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208453,35822,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208454,35823,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208455,35824,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208456,35825,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208457,35826,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208458,35827,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208459,35828,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208460,35829,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208461,35830,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208462,35831,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208463,35832,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208464,35833,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208465,35834,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208466,35835,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208467,35836,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208468,35837,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208469,35838,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208470,35839,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208471,35840,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208472,35841,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208473,35842,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208474,35843,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208475,35844,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208476,35845,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208477,35846,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208478,35847,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208479,35848,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208480,35849,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208481,35850,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208482,35851,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208483,35852,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208484,35853,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208485,35854,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208486,35855,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208487,35856,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208488,35857,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208489,35858,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208490,35859,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208491,35860,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208492,35861,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208493,35862,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208494,35863,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208495,35864,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208496,35865,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208497,35866,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208498,35867,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208499,35868,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208500,35869,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208501,35870,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208502,35871,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208503,35872,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208504,35873,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208505,35874,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208506,35875,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208507,35876,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208508,35877,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208509,35878,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208510,35879,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208511,35880,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208512,35881,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208513,35882,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208514,35883,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208515,35884,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208516,35885,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208517,35886,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208518,35887,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208519,35888,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208520,35889,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208521,35890,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208522,35891,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208523,35892,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208524,35893,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208525,35894,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208526,35895,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208527,35896,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208528,35897,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208529,35898,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208530,35899,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208531,35900,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208532,35901,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208533,35902,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208534,34955,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208535,35903,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208536,35904,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208537,35905,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208538,35906,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208539,35907,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208540,35908,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208541,35909,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208542,35910,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208543,35911,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208544,35912,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208545,35913,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208546,35914,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208547,35915,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208548,35916,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208549,35917,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208550,35918,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208551,35919,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208552,35920,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208553,35921,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208554,35922,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208555,35923,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208556,35924,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208557,35925,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208558,35926,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208559,35927,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208560,35928,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208561,35929,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208562,35930,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208563,35931,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208564,35932,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208565,35933,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208566,35934,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208567,35935,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208568,35936,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208569,35937,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208570,35938,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208571,35939,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208572,35940,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208573,35941,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208574,35942,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208575,35943,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208576,35944,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208577,35945,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208578,35946,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208579,35947,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208580,35948,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208581,35949,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208582,35950,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208583,35951,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208584,35952,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208585,35953,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208586,35954,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208587,35955,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208588,35956,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208589,35957,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208590,35958,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208591,35959,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208592,35960,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208593,35961,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208594,35962,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208595,35963,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208596,35964,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208597,35965,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208598,35966,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208599,35967,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208600,35968,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208601,35969,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208602,35970,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208603,35971,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208604,35972,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208605,35973,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208606,35974,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208607,35975,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208608,35976,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208609,35977,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208610,35978,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208611,35979,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208612,35980,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208613,35981,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208614,35982,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208615,35983,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208616,35984,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208617,35985,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208618,35986,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208619,35987,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208620,35988,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208621,35989,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208622,35990,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208623,35991,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208624,35992,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208625,35993,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208626,35994,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208627,35995,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208628,35996,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208629,35997,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208630,35998,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208631,35999,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208632,36000,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208633,36001,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208634,36002,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208635,36003,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208636,36004,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208637,36005,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208638,36006,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208639,36007,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208640,36008,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208641,36009,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208642,36010,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208643,36011,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208644,36012,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208645,36013,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208646,36014,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208647,36015,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208648,36016,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208649,36017,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208650,36018,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208651,36019,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208652,36020,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208653,36021,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208654,36022,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208655,36023,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208656,36024,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208657,36025,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208658,36026,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208659,36027,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208660,36028,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208661,36029,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208662,36030,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208663,36031,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208664,36032,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208665,36033,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208666,36034,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208667,36035,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208668,36036,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208669,36037,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208670,36038,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208671,36039,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208672,36040,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208673,36041,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208674,36042,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208675,36043,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208676,36044,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208677,36045,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208678,36046,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208679,36047,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208680,36048,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208681,36049,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208682,36050,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208683,36051,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208684,36052,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208685,36053,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208686,36054,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208687,36055,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208688,36056,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208689,36057,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208690,36058,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208691,36059,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208692,36060,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208693,36061,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208694,36062,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208695,36063,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208696,36064,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208697,36065,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208698,36066,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208699,36067,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208700,36069,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208701,36070,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208702,36071,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208703,36072,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208704,36073,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208705,36074,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208706,36075,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208707,36076,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208708,36077,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208709,36078,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208710,36079,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208711,36080,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208712,36081,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208713,36082,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208714,36083,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208715,36084,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208716,36085,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208717,36086,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208718,36087,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208719,36088,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208720,36089,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208721,36090,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208722,36091,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208723,36092,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208724,36093,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208725,36094,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208726,36095,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208727,36096,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208728,36097,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208729,36098,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208730,36099,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208731,36100,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208732,36101,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208733,36102,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208734,36103,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208735,36104,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
208736,36105,26377,103,United States of America,NULL,9002,2,0,NULL,2022-03-27 02:14:56,NULL
