ID,AUTHOR,FILENAME,DATEEXECUTED,ORDEREXECUTED,EXECTYPE,MD5SUM,DESCRIPTION,COMMENTS,TAG,LIQUIBASE,CONTEXTS,LABELS,DEPLOYMENT_ID
v11.4.0-2,aldrin,classpath:liquibase/crop_changelog/11_4_0.xml,2019-07-03 00:06:51,224,EXECUTED,8:9a9a1bec6781797213ba294a60d154df,sql,Create PREP (% of test entries to replicate
v11.4.1-1,aldrin,classpath:liquibase/crop_changelog/11_4_1.xml,2019-07-03 00:06:52,225,EXECUTED,8:e745c420061f166b089e723409427f43,sql,Correct the type_id (from TRAIT(1808
v11.4.1-2,corina,classpath:liquibase/crop_changelog/11_4_1.xml,2019-07-03 00:06:52,226,EXECUTED,8:1b2b6d3a5993c0d759b28a45d84eba1b,sql,Make all date scales of data type Date. IBP-2675,NULL,3.5.0,NULL,NULL,2112411886
v11.4.1-3,corina,classpath:liquibase/crop_changelog/11_4_1.xml,2019-07-03 00:06:52,227,EXECUTED,8:9418813333ee72eeb0260fa55d2107c6,sql,Remove Study Detail as default variable type of location variables. IBP-2576.,NULL,3.5.0,NULL,NULL,2112411886
v11.4.1-4,mderamos,classpath:liquibase/crop_changelog/11_4_1.xml,2019-07-03 00:06:52,228,EXECUTED,8:e5ba693c441395a9c55cdfbe2ad48a37,sql,"Drop the default value for labbr in the location table and update labbr values of locations with empty string or \""-\"" values to NULL",NULL,3.5.0,NULL,NULL,2112411886
v12.1.0-1,vanina,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,229,EXECUTED,8:fea028f71503de5719e87b065b710a89,sql,This table must be generic and will save all data from the search calls,NULL,3.5.0,NULL,NULL,3772711058
v12.1.0-2,aldrin,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,230,EXECUTED,8:3444cf71e7d5d701cf8a0f2768a98dde,sql,Creates dataset_type table.,NULL,3.5.0,NULL,NULL,3772711058
v12.1.0-3,aldrin,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,231,EXECUTED,8:fdc3eb34a98a11a8c88856d9faf7cfb0,sql,Add new dataset_type_id column to project table.,NULL,3.5.0,NULL,NULL,3772711058
v12.1.0-4,mderamos,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,232,EXECUTED,8:3968222b38e99287bc492fe26c402ff1,sql,Remove all DATASET_TYPE entries from Projectprop table,NULL,3.5.0,NULL,NULL,3772711058
v12.1.0-5,mderamos,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,233,EXECUTED,8:602ad6c307f6b7b165a307efc9aedeac,sql,Remove DATASET_TYPE variable from cvterm table and its PSM values from cvterm_relationship table,NULL,3.5.0,NULL,NULL,3772711058
v12.1.0-6,mderamos,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,234,MARK_RAN,8:3f852f47ecb9147180a81bad694a60ab,sql,Remove DATASET_TYPE synonyms from cvtermsynonym table,NULL,3.5.0,NULL,NULL,3772711058
v12.1.0-7,mderamos,classpath:liquibase/crop_changelog/12_1_0.xml,2019-11-14 23:05:33,235,EXECUTED,8:53097c3eff982428e2be05eaf6c2c46e,sql,Remove DATASET_TYPE entries from cvtermprop table,NULL,3.5.0,NULL,NULL,3772711058
v12.2.0-1,aldrin,classpath:liquibase/crop_changelog/12_2_0.xml,2019-11-14 23:05:33,236,EXECUTED,8:20caa16bd0044eb81d08624c8d39520d,sql,Add new study_id and parent_project_id columns to project table.,NULL,3.5.0,NULL,NULL,3772711058
v12.2.0-2,aldrin,classpath:liquibase/crop_changelog/12_2_0.xml,2019-11-14 23:05:33,237,EXECUTED,8:4c4916be5a2c597195329fc86c8a4cc0,sql,,NULL,3.5.0,NULL,NULL,3772711058
v12.2.0-3,darla,classpath:liquibase/crop_changelog/12_2_0.xml,2019-11-14 23:05:33,238,EXECUTED,8:30a0dc7b96504b4a6620574eb7ba4eee,sql,Delete cvterm records used to denote relationship type for project_relationship table,NULL,3.5.0,NULL,NULL,3772711058
v12.3.0-1,marie,classpath:liquibase/crop_changelog/12_3_0.xml,2019-11-14 23:05:33,239,EXECUTED,8:e5c307b040895df9783a0efb8db364bd,sql,Configure means type as observation,NULL,3.5.0,NULL,NULL,3772711058
v12.3.0-2,aldrin,classpath:liquibase/crop_changelog/12_3_0.xml,2019-11-14 23:05:33,240,EXECUTED,8:2a6c2641fe213e67da8c1f0c06596936,sql,Removing project_relationship table from the h2h_details view.,NULL,3.5.0,NULL,NULL,3772711058
v12.3.0-3,aldrin,classpath:liquibase/crop_changelog/12_3_0.xml,2019-11-14 23:05:34,241,EXECUTED,8:7475a0b898153cc68b96e7d997880fda,sql,Removing project_relationship table from the trial_study_locations view.,NULL,3.5.0,NULL,NULL,3772711058
v12.3.0-4,aldrin,classpath:liquibase/crop_changelog/12_3_0.xml,2019-11-14 23:05:34,242,EXECUTED,8:804ff32a5cb8a4e176eff921edfe72c7,sql,Removing project_relationship table from the germplasm_trial_details view.,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-1,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:34,243,EXECUTED,8:0a5a1f69a0002ca6366ea59fe2507174,sql,Insert into backup table in crop database any persons (matching by email
v12.4.0-2,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:35,244,EXECUTED,8:6d980e2d07d69ff002025684f6e4c692,sql,Insert into backup table any crop-specific users (matching by username
v12.4.0-3,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:46,245,EXECUTED,8:8ae976481baae4233ad345db979b34fc,addColumn tableName=names; sql,Backup nuid field of NAMES table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-4,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:46,246,EXECUTED,8:f93c82110a88ea1d110b3f87a5e7929f,addColumn tableName=udflds; sql,Copy fuid field of UDFLDS table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-5,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:54,247,EXECUTED,8:46107049ca8401b34475f63be2749ba2,addColumn tableName=germplsm; sql,Copy germuid field of GERMPLSM table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-6,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:54,248,EXECUTED,8:1940b58c3d308ab0d22c33b18deb877f,addColumn tableName=project; sql,Copy created_by field of PROJECT table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-7,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:05:55,249,EXECUTED,8:af986182e85064909b69501c7e97eb6e,addColumn tableName=methods; sql,Copy muid field of METHODS table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-8,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:18,250,EXECUTED,8:68076ab3a6c5d72f7139d223ec20d7ea,addColumn tableName=atributs; sql,Copy auid field of ATRIBUTS table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-9,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:19,251,EXECUTED,8:717100a20e48e0d4da1888ea13da351e,addColumn tableName=listnms; sql,Copy listuid field of LISTNMS table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-10,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:19,252,EXECUTED,8:c18688c84cfe13251bfd79b249338cc1,dropIndex indexName=unique,tableName=user_program_tree_state; addColumn tableName=user_program_tree_state; sql; createIndex indexName=user_program_tree_state_unique,tableName=user_program_tree_state,Copy userid field of USER_PROGRAM_TREE_STATE table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-11,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:19,253,EXECUTED,8:057e4651a3d2a269a95aa1a860bdad7e,addColumn tableName=gdms_dataset_users; sql,Copy user_id field of GDMS_DATASET_USERS table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-12,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:19,254,EXECUTED,8:abb00068a34c27e2b62cb9037bead688,addColumn tableName=gdms_track_data; sql,Copy user_id field of GDMS_TRACK_DATA table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-13,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:19,255,EXECUTED,8:71c7fe5d690d9510cc491e1df6aedb52,dropForeignKeyConstraint baseTableName=sample_list,constraintName=fk_sample_list_user; addColumn tableName=sample_list; sql,Copy created_by field of SAMPLE_LIST table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-14,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:21,256,EXECUTED,8:e0abbf3004a29d71103ccb944caea6d3,dropForeignKeyConstraint baseTableName=sample,constraintName=fk_sample_created_by; dropForeignKeyConstraint baseTableName=sample,constraintName=fk_sample_user; addColumn tableName=sample; sql,Copy created_by and taken_by fields of SAMPLE table to backup columns and transform their values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-15,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:22,257,EXECUTED,8:c3b631db2a9a4ad9a1ee3dd3fae38061,addColumn tableName=ims_lot; sql,Copy userid field of IMS_LOT table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-16,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:24,258,EXECUTED,8:811daa8d147fa4685d6c18cac865f6ee,addColumn tableName=ims_transaction; sql,Copy userid and personid fields of IMS_TRANSACTION table to backup column and transform their values to refer to users and persons tables,respectively,in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-17,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,259,EXECUTED,8:7a9b835bfeb04e0b15a7acc3d0136ba3,addColumn tableName=locdes; sql,Copy duid field of LOCDES table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-18,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,260,EXECUTED,8:c2aae8389742cc12277adf0e7b617b87,addColumn tableName=changes; sql,Copy cuid field of CHANGES table,albeit unused in BMS code,to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-19,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,261,EXECUTED,8:ff4e0e8d05bafc7113632bd6e359b43c,addColumn tableName=reflinks; sql,Copy refuid field of REFLINKS table to backup column and transform its values to refer to users table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-20,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,262,EXECUTED,8:c0eb878e7e3976ac07f1196c67b26bef,sql,Transform study settings variables that refer to crop persons to now point to persons table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-21,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,263,EXECUTED,8:843546c8e9780616062e6cd1718f5668,sql,Transform environment variables that refer to crop persons to now point to persons table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-22,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,264,EXECUTED,8:23486321460649c183b8cad66389c9db,sql,Associate persons to crop by inserting to CROP_PERSONS table in workbench database,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-23,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,265,EXECUTED,8:abb15da2727d22cc8d70b34643d66c43,sql,Store into backup table the PERSONS table,then drop the PERSONS table.,NULL,3.5.0,NULL,NULL,3772711058
v12.4.0-24,darla,classpath:liquibase/crop_changelog/12_4_0.xml,2019-11-14 23:06:25,266,EXECUTED,8:1d13fcd4ea5ed7abba56dc7b1c57cb42,sql,Store into backup table the USERS table,then drop the USERS table.,NULL,3.5.0,NULL,NULL,3772711058
v12.5.0-1,mderamos,classpath:liquibase/crop_changelog/12_5_0.xml,2019-11-14 23:06:25,267,MARK_RAN,8:b3019cc108f5f9c684eaf5b7993f8871,sql,Remove duplicate entries from key_sequence_register,NULL,3.5.0,NULL,NULL,3772711058
v12.5.0-2,mderamos,classpath:liquibase/crop_changelog/12_5_0.xml,2019-11-14 23:06:25,268,EXECUTED,8:1abacfe1a4bd0edf1af7867f71b259a3,dropIndex indexName=key_sequence_register_uk1,tableName=key_sequence_register,Remove key_sequence_register_uk1 unique constraint from key_sequence_register,NULL,3.5.0,NULL,NULL,3772711058
v12.5.0-3,mderamos,classpath:liquibase/crop_changelog/12_5_0.xml,2019-11-14 23:06:25,269,EXECUTED,8:82e0085480a465469ed23449a7b63986,dropColumn columnName=suffix,tableName=key_sequence_register,Remove suffix column from key_sequence_register table,NULL,3.5.0,NULL,NULL,3772711058
v12.5.0-4,mderamos,classpath:liquibase/crop_changelog/12_5_0.xml,2019-11-14 23:06:25,270,EXECUTED,8:a8ff898d2e60e983b8c2d05158f0bb80,addUniqueConstraint constraintName=key_prefix_unique,tableName=key_sequence_register,Add key_prefix_unique unique constraint to key_sequence_register,NULL,3.5.0,NULL,NULL,3772711058
v13.1.0-1,vanina,classpath:liquibase/crop_changelog/13_1_0.xml,2020-02-09 08:23:30,271,EXECUTED,8:511d1d5babcf939329b4ca7ad07a5f2f,sql,,NULL,3.5.0,NULL,NULL,1236588168
v13.1.0-2,vanina,classpath:liquibase/crop_changelog/13_1_0.xml,2020-02-09 08:23:30,272,EXECUTED,8:288e55eb203cde95563e4ee2228c590f,sql,,NULL,3.5.0,NULL,NULL,1236588168
v13.1.0-3,vanina,classpath:liquibase/crop_changelog/13_1_0.xml,2020-02-09 08:23:30,273,EXECUTED,8:eb3dd5cf805b7b7371e024ae3f313af7,sql,Change trndate type from int to timestamp,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-1,clarissa,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,274,EXECUTED,8:6e7e223408d3382e0281bd12509b295a,sql,Apply fix on soybean crop (Jira IBP-3011
v13.2.0-2,clarissa,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,275,MARK_RAN,8:6306a602be54036bbd635986dd389caa,sql,Apply fix on rice crop (Jira IBP-3011
v13.2.0-3,clarissa,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,276,MARK_RAN,8:fca33ef3373dcc6a06d73742b0aa243a,sql,Apply fix on cowpea crop (Jira IBP-3011
v13.2.0-4,clarissa,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,277,MARK_RAN,8:aa58c79040463fc305b70371ee7c6418,sql,Apply fix on wheat crop (Jira IBP-3011
v13.2.0-5,clarissa,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,278,MARK_RAN,8:f4bcd41ae256f33574b55a300dc21aa7,sql,Apply fix on pearlmillet crop (Jira IBP-3011
v13.2.0-6,clarissa,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,279,MARK_RAN,8:afb00d28cc8ffd819f40a5e674969e25,sql,Apply fix on tobacco crop (Jira IBP-3011
v13.2.0-7,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,280,EXECUTED,8:8c48237a3a73ba69395e11ae284d0546,sql,Create dummy category for categorical scale 6050 Code for Project. IBP-3019,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-8,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,281,EXECUTED,8:f89fd6e01d431ecc1b33bc4492d57710,sql,Create dummy category for categorical scale 17278 Name of Mega_Environment. IBP-3019,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-9,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,282,EXECUTED,8:3e9dbd0a5232d6d0a91e5363496a36a6,sql,Create dummy category for categorical scale 17279 FB_Type. IBP-3019,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-10,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,283,EXECUTED,8:c0bd2824afc664f429d39f6afcb9005f,sql,Create dummy category for categorical scale 17280 Code of Trial_Type. IBP-3019,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-11,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,284,MARK_RAN,8:930a4f26930ddfc73c766e26f1a47350,sql,Assign trait class to properties 15020 (Plant height
v13.2.0-12,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,285,MARK_RAN,8:8950d05a73a17040a31779988b4aeafe,sql,Set blank method name of 20001 to \'Estimativa\'.,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-13,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,286,MARK_RAN,8:5d4a22efe18d247cc0777994aa60d8b9,sql,"Create categories for maize scale 20201 \""Score (1-5"
v13.2.0-14,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,287,MARK_RAN,8:56686dff3d45dde4d6efca70bb822dce,sql,Create categories for maize scale 62182 1-5 Anthocyanin coloration scale,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-15,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,288,MARK_RAN,8:1c467eecc8c590903fdf7c053f1782e6,sql,Create dummy category for categorical scale 17040 Score. IBP-3019,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-16,corina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:30,289,MARK_RAN,8:be11a8abd8ce6f6b2502ca3573a7a6af,sql,Create categories for bean scale 22026 Testigo,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-1,vanina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:31,290,EXECUTED,8:f0a07b030f3886a2fddb460a0a1c2b43,sql,Create stockId backup table and migrate inventory_id values for all inventory_ids except by the null ones,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-2,vanina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:31,291,EXECUTED,8:a5b2c0a8cb95438c61d3d9a2e56c46b5,addColumn tableName=ims_lot,Add column stock_id to ims_lot table,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-3,vanina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:31,292,EXECUTED,8:364fc4a739e1644909b5918502d88b49,sql,Update column stock_id with the lower stock_id,NULL,3.5.0,NULL,NULL,1236588168
v13.2.0-4,vanina,classpath:liquibase/crop_changelog/13_2_0.xml,2020-02-09 08:23:31,293,EXECUTED,8:b74a9e356bfcb75d46197dd2b43f8b65,dropColumn columnName=inventory_id,tableName=ims_transaction,Drop column inventory_id from ims_transaction table,NULL,3.5.0,NULL,NULL,1236588168
v13.3.0-1,vanina,classpath:liquibase/crop_changelog/13_3_0.xml,2020-02-09 08:23:31,294,EXECUTED,8:db1c6afbaff88d78ad6c033e4d28af90,sql,Fix wrong data that was generated by importing seed prep,NULL,3.5.0,NULL,NULL,1236588168
v13.3.0-2,vanina,classpath:liquibase/crop_changelog/13_3_0.xml,2020-02-09 08:23:31,295,EXECUTED,8:5d71d66deb9cac6af37c284d03648412,addColumn tableName=ims_lot,Add column lot_uuid to ims_lot table,NULL,3.5.0,NULL,NULL,1236588168
v13.3.0-3,vanina,classpath:liquibase/crop_changelog/13_3_0.xml,2020-02-09 08:23:31,296,MARK_RAN,8:7736057b328a6a7c8bd1676bf206a3e3,sql,,NULL,3.5.0,NULL,NULL,1236588168
v13.3.0-4,vanina,classpath:liquibase/crop_changelog/13_3_0.xml,2020-02-09 08:23:31,297,EXECUTED,8:8835a341adc0114dd079a18f8ceb76bc,sql,,NULL,3.5.0,NULL,NULL,1236588168
v13.3.0-5,vanina,classpath:liquibase/crop_changelog/13_3_0.xml,2020-02-09 08:23:31,298,EXECUTED,8:85edd7f819e65238f10ded8296655b76,sql,,NULL,3.5.0,NULL,NULL,1236588168
v13.3.0-6,vanina,classpath:liquibase/crop_changelog/13_3_0.xml,2020-02-09 08:23:31,299,EXECUTED,8:7736057b328a6a7c8bd1676bf206a3e3,sql,,NULL,3.5.0,NULL,NULL,1236588168
v13.4.1-1,corina,classpath:liquibase/crop_changelog/13_4_1.xml,2020-02-09 08:23:31,300,EXECUTED,8:ed3d8f2dbeadc5850695bc6e6356d354,sql,Remove Study Detail as default variable type for EXPT_DESIGN. IBP-2944,NULL,3.5.0,NULL,NULL,1236588168
v13.4.1-2,corina,classpath:liquibase/crop_changelog/13_4_1.xml,2020-02-09 08:23:31,301,EXECUTED,8:a74020507f5a060219f15b458e0d95ec,sql,Remove Study Detail as default variable type for EXPT_DESIGN_SOURCE. IBP-2944,NULL,3.5.0,NULL,NULL,1236588168
v11.4.1-5,mderamos,classpath:liquibase/crop_changelog/11_4_1.xml,2020-02-09 09:03:33,302,EXECUTED,8:c4a3642e69c7d3cbdcf4a9ada740d8a1,sql,Add unique index to labbr column in location table,NULL,3.5.0,NULL,NULL,1238988650
v14.1.0-1,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:33,303,EXECUTED,8:bd908c16ce3dfd8186e67895fa488985,sql,Drop Column created_by_bkp if exists from table sample.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-2,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,304,EXECUTED,8:5cff3d74dff553056a26ede0d42027f8,sql,Drop Column taken_by_bkp if exists from table sample.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-3,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,305,EXECUTED,8:190311dff49ecea7327953cd084fa767,sql,Drop Column created_by_bkp if exists from table sample_list.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-4,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,306,EXECUTED,8:c6ea019dcdcdf879757268a5efcd9ee0,sql,Drop Column userid_bkp if exists from table user_program_tree_state.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-5,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,307,EXECUTED,8:c4e07ce2a1dbf3531b38107a6e46fff7,sql,Drop Column user_id_bkp if exists from table gdms_dataset_users.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-6,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,308,MARK_RAN,8:db9a818660732b8ba2dd6892705ece85,sql,Drop Column user_id_bkp if exists from table gmds_track_data.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-7,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,309,EXECUTED,8:3a7c79b169e87617c502809ad662189f,sql,Drop Column userid_bkp if exists from table ims_lot.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-8,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,310,EXECUTED,8:c6233f4bcfd33d6c7c23e3913b58925c,sql,Drop Column userid_bkp if exists from table ims_transaction.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-9,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,311,EXECUTED,8:e47384c23204a3d10d053773e98d7dc6,sql,Drop Column personid_bkp if exists from table ims_transaction.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-10,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:34,312,EXECUTED,8:ecd9f0a4a7cda835153f0e31e9faa60b,sql,Drop Column created_by_bkp if exists from table project.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-11,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:35,313,EXECUTED,8:219b27e484f8c51120722f9a62013628,sql,Drop Column listuid_bkp if exists from table listnms.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-12,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:37,314,EXECUTED,8:04c63cabd96692ae55d4e4e346e70d16,sql,Drop Column auid_bkp if exists from table atributs.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-13,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:37,315,EXECUTED,8:54d552b45d7c790455ff4aacd696052e,sql,Drop Column cuid_bkp if exists from table changes.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-14,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:38,316,EXECUTED,8:b556c62d455ee2bd053c9091a85cde9b,sql,Drop Column germuid_bkp if exists from table germplsm.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-15,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:38,317,EXECUTED,8:35d43987471efe7695ade55eb20691d6,sql,Drop Column duid_bkp if exists from table locdes.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-16,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:39,318,EXECUTED,8:cc98c08b4eba2e0c8e0edb98c6bf8857,sql,Drop Column muid_bkp if exists from table methods.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-17,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,319,EXECUTED,8:a7025e4a299b401d215370796c1c5642,sql,Drop Column nuid_bkp if exists from table names.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-18,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,320,EXECUTED,8:9d158bfe16597ca58dc9a4a5336d86d9,sql,Drop Column fuid_bkp if exists from table udflds.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-19,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,321,EXECUTED,8:e47b953ef9e94a45ea8bbdb874bc97d0,sql,Drop Column refuid_bkp if exists from table reflinks.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-20,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,322,EXECUTED,8:a37998bd43dc28b342ae0b3922457689,sql,Drop Table projectprop_users_bkp if exists.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-21,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,323,EXECUTED,8:6e2f3a5bf3bb62de37bfde788e66cab5,sql,Drop Table nd_geolocationprop_users_bkp if exists.,NULL,3.6.1,NULL,NULL,7563033623
v14.1.0-22,gelli,classpath:liquibase/crop_changelog/14_1_0.xml,2020-08-16 07:30:40,324,EXECUTED,8:6096ec1ee92b0a8f92337e1a86f30279,sql,Drop Table users_bkp if exists.,NULL,3.6.1,NULL,NULL,7563033623
