cvterm_id,cv_id,name,definition,dbxref_id,is_obsolete,is_relationshiptype,is_system
20148,1010,Seed coat mottling,Surface of the seed coat discolored by mottling i.e.,the additional pigmentation that is observed on lines with yellow or green seed coats,NULL,0,0,0
20149,1010,Seed filling period,Time when the seed grows in size and weight i.e.,the period characterized by the beginning of R4 (full pod
20150,1010,Seed isoflavone content,The total isoflavone content of a seed.,NULL,0,0,0
20151,1010,Seed linoleic acid content,Linoleic acid as a percent of total oil in a seed.,NULL,0,0,0
20152,1010,Seed linolenic acid content,Linolenic acid as a percent of oil extracted from a seed.,NULL,0,0,0
20153,1010,Seed lysine content,The amount of total soybean seed protein that is composed of lysine,NULL,0,0,0
20154,1010,Seed methionine content,The amount of total soybean seed protein that is composed of methionine,NULL,0,0,0
20155,1010,Seed moisture content,The amount of moisture of a mature seed at harvest,NULL,0,0,0
20156,1010,Seed oil content,Oil content of soybean seed after harvest as percentage of seed dry weight.,NULL,0,0,0
20157,1010,Seed oil/protein content,Ratio of oil to protien by weight in a seed,NULL,0,0,0
20158,1010,Seed oleic acid content,Oleic acid as a percentage of oil in soybean seed,NULL,0,0,0
20159,1010,Seed palmitic acid content,Palmitic acid as a percentage of oil in soybean seed,NULL,0,0,0
20160,1010,Seed protein content,Protein content of seed after harvest in percentage of seed dry weight.,NULL,0,0,0
20161,1010,Seed quality,Overall quality of the seed based on defective seed coat,greenish or diseased seeds,NULL,0,0,0
20162,1010,Seed Raffinose content,Raffinose content of a plant or plant part.,NULL,0,0,0
20163,1010,Seed starchyose content,The amount of total seed soluble carbohydrates that is stachyose.,NULL,0,0,0
20164,1010,Seed stearic acid content,Stearic acid as a percentage of oil in soybean seed,NULL,0,0,0
20165,1010,Seed Sucrose content,The amount of total seed soluble carbohydrates that is sucrose.,NULL,0,0,0
20166,1010,Soybean anthracnose,Reaction of the plant or plant part to infection by Colletotrichum dematiu,NULL,0,0,0
20167,1010,Stem termination type,Termination type of the axial growth of a soybean plant.,NULL,0,0,0
20168,1010,Twining date,Date when 50% of the plants have begun to twine,expressed as month (1 or 2 digits
21000,1020,100 weight,Weight in gramme,NULL,0,0,0
21001,1020,Foliar feeding assessment,Visual rating on the percentage of leaves eaten up by beet armyworm on a scale of 1 to 5,NULL,0,0,0
21002,1020,Height average of plants,Wooden lath placed on each plot to measure average height above ground where lath was suported in centimeters,NULL,0,0,0
21003,1020,Chlorophyll content measurement,Measurement using SPAD meter,NULL,0,0,0
21004,1020,Cold reaction rating,Appearance of plant or plant part in low temperature weather,NULL,0,0,0
21005,1020,Defoliation assessment,Visual assessment of the leaves eaten up by chewing insects,NULL,0,0,0
21006,1020,Downy mildew rating method,Look at how much of the plant or plant part is covered with small,discrete,pale to bright yellow spots,NULL,0,0,0
21007,1020,Drought reaction of plants observation,Appearance of plants in response to limited water availability,NULL,0,0,0
21008,1020,Fiber content method,Amount of fiber as a percentage,NULL,0,0,0
21009,1020,First flower date method,Number of days from emergence to beginning of bloom (R1
21010,1020,Flooding reaction of plants rating,Appearance of plants in response to flooding,NULL,0,0,0
21011,1020,Flower color observation,Observe the color of flower,NULL,0,0,0
21012,1020,Flower form method,Final form could be cleistogamous (closed,TO:0000882
21013,1020,Flower number count,Number of flowers per plant,NULL,0,0,0
21014,1020,Plant germination count,Number of days from planting to emergence(VE
21015,1020,Weighing of grain,Weight grains/plot in grams,NULL,0,0,0
21016,1020,Hot reaction rating,Appearance of plant or plant part in high temperature weather,NULL,0,0,0
21017,1020,Stalk height measurement,Length of stem in cm,NULL,0,0,0
21018,1020,Herbicide reaction of plant rating,Appearance of plants in response to herbicides sprayed,NULL,0,0,0
21019,1020,Hilum color observation,Observe the colour of the hilum,NULL,0,0,0
21020,1020,Late pod shattering assessment,Visual assessment of pod opening 2 weeks after harvest,NULL,0,0,0
21021,1020,Lateral root shape observation,Possible values include,round,flat,straight,curved,NULL,0,0,0
21022,1020,Lateral root thickness measure,Using a callipers measure diameter of lateral root at stipulated point,NULL,0,0,0
21024,1020,Leaf number count,Count Physically the number of leaves on a plant,NULL,0,0,0
21025,1020,Leaf shape method,Elliptic Fourier descriptor measures 5 components,including aspect ratio of leaflet shape,location of centroid of leaflets along midrib,straightness or distortion of leaflet shape,and roundness of leaflet shape. Measured on central leaflets of fully e,NULL,0,0,0
21027,1020,Stem diameter method,The average measurement with calipers midway between the unifoliate and the first trifoliate nodes for three mature plants per plot,NULL,0,0,0
21028,1020,Maturity date count,Determine days after sowing to maturity,NULL,0,0,0
21029,1020,Maturity group classification,Relative classification based on maturity of cultivars in known maturity group,NULL,0,0,0
21030,1020,Nodule number count,How many nodules are on a plant,NULL,0,0,0
21031,1020,Seed number,Number of seeds,NULL,0,0,0
21032,1020,Plant branching observation,Scored on a scale from 1 - 5,with 1= Rarely branching,and 5= profusely branching.,NULL,0,0,0
21033,1020,Pod color observation,Take note of the color of the mature pod which are black,tan,brown and grey,NULL,0,0,0
21034,1020,Measure length of pod,Measure length of pod from caylx to pod tip using a length measuring instrument,NULL,0,0,0
21035,1020,Maturity days count,Count days from planting to pod maturity R8,NULL,0,0,0
21036,1020,Pod number,Number of Pods,NULL,0,0,0
21037,1020,Primary root shape observation,Visually examine the primary root shape,NULL,0,0,0
21038,1020,Primary root thickness measure,Using a callipers measure diameter of primary root at stipulated point,NULL,0,0,0
21039,1020,Pubescence color assessment,Note colors of pubescence which include tawny,light tawny,near-grey and grey.,NULL,0,0,0
21040,1020,Pubescence form observation,Possible values are erect,semi-appressed,glaborus,appressed,normal,pubescent,puberulent,and curly.,NULL,0,0,0
21041,1020,Pubescence presence method,observance of presence or absence of trichome on the plant,NULL,0,0,0
21042,1020,Pubescence tip type observation,Look at the tip of the pubescence on the plant,NULL,0,0,0
21043,1020,Full maturity count,Count days from planting to 95% pod maturity R8,NULL,0,0,0
21044,1020,Aphid attack rating,Observe the plant parts that are yellowing and/or curling,NULL,0,0,0
21045,1020,Flowering period count,Count number of days from beginning of bloom(R1
21046,1020,Root knot assessment,Visual assessment of 1 to 5 of nematode knots,NULL,0,0,0
21047,1020,Nodule weight measurement,Dig out,dry and weigh root nodules,NULL,0,0,0
21048,1020,Seed coat color observation,Can be judged on a 0 to 10 scale with 0 less than 10% of the seed surface discolored,and 10 greater than 90% of the seed surface discolored.,NULL,0,0,0
21049,1020,Counting days of seed fill,Count number of days from full pod(R4
21050,1020,Isoflavone content extraction method,Amont of isoflavone as percentage of seed weight,NULL,0,0,0
21051,1020,Linoleic acid extraction method,Measure amount of linoleic acid and present as percentage of seed oil,NULL,0,0,0
21052,1020,Linolenic acid extraction method,Measure amount of linolenic acid and present as percentage of seed oil,NULL,0,0,0
21053,1020,Lysine context extraction method,Lysine as a percentage of total protien,NULL,0,0,0
21054,1020,Methionine calculation method,Measure amount of methionine and present as percentage of seed protein content,NULL,0,0,0
21055,1020,moisture content method,Moisture content of seed at harvest as a percentage,NULL,0,0,0
21056,1020,Seed oil content method in the lab,Extract the oil,measure it as a percentage of seed weight,NULL,0,0,0
21057,1020,Oil and protien content methods,Measure protien and oil content,compare them as ratios,NULL,0,0,0
21058,1020,oleic acid extraction method,Measure amount of oleic acid and present as percentage of seed oil,NULL,0,0,0
21059,1020,Palmitic acid extraction method,Measure amount of palmitic acid and present as percentage of seed oil,NULL,0,0,0
21060,1020,Seed protien content method,Measure the protien as a percentage of the seed weight,NULL,0,0,0
21061,1020,Seed quality visual assessment,Visual assessment of seed quality,NULL,0,0,0
21062,1020,Raffinose measurement method,Measure amount of total seed soluble carbohydrates that is raffinose,NULL,0,0,0
21063,1020,Starchyose measurement method,Measure amount of total seed soluble carbohydrates that is stachyose.,NULL,0,0,0
21064,1020,Stearic acid extraction method,Measure amount of stearic acid and present as percentage of seed oil,NULL,0,0,0
21065,1020,sucrose content method,Measure amount of total seed soluble carbohydrates that is sucrose,NULL,0,0,0
21066,1020,Anthracnose assessment,How much or the plant or plant part has been affected by irregularly shaped brown areas and/or black fruiting bodies on infected areas,NULL,0,0,0
21067,1020,Termination observation,Observe tapering of stem tip and presence or absence of terminal raceme.,NULL,0,0,0
21068,1020,Twinning observation,Take note of when 50% of plants are twining,NULL,0,0,0
21069,1020,Flower date method,50% of plants have at least 1 flower,NULL,0,0,0
21070,1020,Bacterial pustle assessment,visual rating of 1 to 5 affected plants with bacterial pustule,NULL,0,0,0
21071,1020,Rust assessment,Visual assessment of 1 to 5 affected plants with rust,NULL,0,0,0
21072,1020,SMV assessment,Visual assessment of 1 to 5 affected plants / plot,NULL,0,0,0
21073,1020,Frog eye assessment,Visual assessment of 1 to 5 affected leaf area with frog eye,NULL,0,0,0
21074,1020,Nodulation observation,Visual rating of 1 to 5 of nodulation,NULL,0,0,0
21075,1020,Plant height measurement,Length in plant at harvest cm,NULL,0,0,0
21076,1020,Lodging count,Rate the number of plants lodging on a 1 to 5 scale,NULL,0,0,0
21077,1020,Plant harvested count,Number of plants harvested,NULL,0,0,0
21078,1020,Weighing of fodder,Weighing of fooder in grams,NULL,0,0,0
21079,1020,Early pod shattering estimation,1 to 5 Score shattering on the 1m left at both ends of the plot after the net yield plot was harvested,NULL,0,0,0
21080,1020,Germination in storage count,Germinated seedling number / 100 seeds,NULL,0,0,0
21081,1020,Leaf disease,Number and density of spot on leaves,NULL,0,0,0
22001,1030,Percent (scale 1,5
22002,1030,Units,Units using SPAD meter,NULL,0,0,0
22003,1030,Color,Color scale,NULL,0,0,0
22004,1030,1 to 2 scale,Scale 1 to 2,NULL,0,0,0
22006,1030,Color 1 to 12 scale,Scale Color 1 to 12,NULL,0,0,0
22007,1030,1 to 4 scale,Shape 1 to 4 Scale,NULL,0,0,0
22008,1030,1 to 5 scale,1 to 5 scale,NULL,1,0,0
22009,1030,0 to 12 scale,0 to 12 scale,NULL,0,0,0
22010,1030,Days,Number of Days,NULL,0,0,0
22011,1030,1 to 8 scale,1 to 8 scale,NULL,0,0,0
22012,1030,1 to 3 scale,1 to 3 scale,NULL,0,0,0
22013,1030,Number per 100 seeds,Number per 100 seeds,NULL,0,0,0
25000,1040,SdWt_Meas_g,Count and weigh 100 seed from each plot after the seed has been dried,NULL,0,0,0
25001,1040,BAW_Est_1to5,Beet armyworm -BY- Foliar feeding assessment -IN- 1 to 5 percentage scale,NULL,0,0,0
25002,1040,CANOPYHT,Distance from growing medium to the top leaves in a plot of soybean plants,NULL,1,0,0
25003,1040,Chlorosis_Meas_SPAD,Chlorosis -BY- Chlorophyll content measurement -IN- SPAD unit,NULL,0,0,0
25004,1040,LOWTEMP,Resistance of a plant or plant part to damage by lower than normal temperatures,NULL,0,0,0
25005,1040,DEFOL_Est_1to5,Defoliation -BY- Defoliation assessment -IN- 1 to 5 percentage scale,NULL,0,0,0
25006,1040,DOWNYMILDEW,Reaction of the plant or plant part to Peronospora manchurica infection.,NULL,0,0,0
25007,1040,DROUGHT,Resistance to damage by water restriction.,NULL,0,0,0
25008,1040,SdFibCt_Comp_pct,Fiber content -BY- Fiber content measurement -IN- Percent,NULL,0,0,0
25009,1040,FlwT_1stCount_day,Flowering time -BY- First flower date method -IN- Days,NULL,0,0,0
25010,1040,FLOODING,Response of plant to inundation by water of all or part of the plant,NULL,0,0,0
25011,1040,FlwCol_Est_scale,Score flower colour as purple,white,or mixed during flowering.,NULL,0,0,0
25012,1040,FlwForm_Est_1or2,Flower form -BY- Flower final form observation -IN- 1 or 2 form scale,NULL,0,0,0
25013,1040,FlwNo_Count_flw,Flower number -BY- Flower number count -IN- flower,NULL,0,0,0
25014,1040,GermT_Count_day,Germination time -BY- Plant germination count -IN- Days,NULL,0,0,0
25015,1040,SdYld_MeasPerPlot_gPlot,Harvest,thresh and winnow the grain in the middle two rows of the four row plots. Weigh the grain at least 5 days after harvest to estimate seed yield.,NULL,0,0,0
25016,1040,HIGHTEMP,Resistance of a plant or plant part to damage by higher than normal temperatures,NULL,0,0,0
25017,1040,LPodHt_Meas_cm,Height of lowest pods -BY- stalk height measurement -IN- cm,NULL,0,0,0
25018,1040,HERBSENSITIVE,Reaction of the plant or plant part to herbicide exposure,NULL,0,0,0
25019,1040,HilumCol_Est_1to12,Hilum color -BY- Hilum color observation -IN- 1 to 12 color scale,NULL,0,0,0
25020,1040,PodShat_LateEst_1to5,Rate plots 2 weeks after maturity for plant shattering. Rate on a 1 to 5 scale with 1=no shattering and 5=100% of the pods shattered.,NULL,0,0,0
25021,1040,LATROOTSHAPE,The shape of the lateral root at a stipulated range of the roots,NULL,1,0,0
25022,1040,LATROOTSIZE,The diameter of a lateral root measured at the proximal end of the root,NULL,0,0,0
25023,1040,LfChlphyll_Meas_SPAD,Leaf chlorophyll content -BY- Chlorophyll content measurement -IN- SPAD unit,NULL,0,0,0
25024,1040,LfNo_Count_lf,Leaf number -BY- Leaf number count -IN- leaf,NULL,0,0,0
25025,1040,LfletShp_Comp_1to4,Leaflet shape -BY- Leaf shape method -IN- 1 to 4 shape scale,NULL,0,0,0
25027,1040,STEMDIAM,The average diameter of the main stem of soybean plant,NULL,0,0,0
25028,1040,MatT_Count_day,Counted from sowing to the date when 95% of the pods in a plot have turned to their mature colour.,NULL,0,0,0
25029,1040,MatGroup_Est_1to13,Maturity group -BY- Maturity group classification -IN- 1 to 13 maturity scale,NULL,0,0,0
25030,1040,RtNodNo_Count_nodule,Nodule number -BY- Nodule number count -IN- nodule,NULL,0,0,0
25031,1040,SdPerPod_Count_sd,Number of seeds -BY- Seed number count -IN- seed,NULL,0,0,0
25032,1040,PlntBrnch_Est_1to5,Plant branching -BY- Plant branching observation -IN- 1 to 5 branching scale,NULL,0,0,0
25033,1040,PodCol_Est_1to4,Pod color -BY- Pod color observation -IN- 1 to 4 color scale,NULL,0,0,0
25034,1040,PodLng_Meas_mm,Pod length -BY- Measure length of pod -IN- mm,NULL,0,0,0
25035,1040,PODMATURITY_Count_day,Pod Maturity Date -BY- Maturity days count -IN- Days,NULL,0,0,0
25036,1040,PodPerPlnt_Count_pod,Pod number -BY- Pod number count -IN- pod,NULL,0,0,0
25037,1040,PRIROOTSHAPE,The shape of the primary root at a stipulated range of the root,NULL,0,0,0
25038,1040,PRIROOTSIZE,The diameter of the main root measured at a stipulated level of the root,NULL,0,0,0
25039,1040,PubCol_Est_1to4,Pubescence Color -BY- Pubescence color assessment -IN- 1 to 4 color scale,NULL,0,0,0
25040,1040,PubescForm_Est_1to8,Pubescence form -BY- Pubescence form observation -IN- 1 to 8 shape scale,NULL,0,0,0
25041,1040,PubescPres_Est_1or2,Pubescence presence -BY- Pubescence presence method -IN- 1 or 2 presence scale,NULL,0,0,0
25042,1040,PubescTipTyp_Est_1or2,Pubescence tip type -BY- Pubescence tip type observation -IN- 1 or 2 type scale,NULL,0,0,0
25043,1040,MatT_95Count_day,Counted from sowing to the date when 95% of the pods in a plot have turned to their mature colour.,NULL,0,0,0
25044,1040,APHID,The reaction of the plant or plant part to damage caused by Aphis glycines feeding.,NULL,0,0,0
25045,1040,ReprodT_Count_day,Reproductive period -BY- Reproductive period duration measurement -IN- Days,NULL,0,0,0
25046,1040,ROOTKNOT_Est_1to5,Root knot nematode -BY- Root knot assessment -IN- 1 to 5 infection score,NULL,0,0,0
25047,1040,RtNodWght_Meas_g,Root nodule weight -BY- Nodule weight measurement -IN- g,NULL,0,0,0
25048,1040,SdCoatMott_Est_1to10,Seed coat mottling -BY- Seed coat color observation -IN- 1 to 10 percentage scale,NULL,0,0,0
25049,1040,SdFillT_Count_day,Seed filling period -BY- Counting days of seed fill -IN- Days,NULL,0,0,0
25050,1040,SdIsoflav_Comp_pct,Seed isoflavone content -BY- Isoflavone content measurement -IN- Percent,NULL,0,0,0
25051,1040,SdLinolncCt_Comp_pct,Seed linoleic acid content -BY- Linoleic acid content measurement -IN- Percent,NULL,0,0,0
25052,1040,SdLinolcCt_Comp_pct,Seed linolenic acid content -BY- Linolenic acid content measurement -IN- Percent,NULL,0,0,0
25053,1040,SdLysCt_Comp_pct,Seed lysine content -BY- Lysine context extraction method -IN- Percent,NULL,0,0,0
25054,1040,SdMetCt_Comp_pct,Seed methionine content -BY- Methionine content calculation -IN- Percent,NULL,0,0,0
25055,1040,SdMoistCt_Comp_pct,Moisture content per plot,at harvest -BY- Moisture content measurement -IN- Percent,NULL,0,0,0
25056,1040,SdOilCt_Comp_pct,Seed oil content -BY- Seed oil content measurement in the lab -IN- Percent,NULL,0,0,0
25057,1040,SdOilProtRatio_Comp_pct,Seed oil/protein content -BY- Oil content to protein content ratio -IN- Ratio,NULL,0,0,0
25058,1040,SdOleicCt_Comp_pct,Seed oleic acid content -BY- Oleic acid content measurement -IN- Percent,NULL,0,0,0
25059,1040,SdPalmiCt_Comp_pct,Seed palmitic acid content -BY- Palmitic acid content measurement -IN- Percent,NULL,0,0,0
25060,1040,SdProtCt_Comp_pct,Seed protein content -BY- Seed protein content measurement -IN- Percent,NULL,0,0,0
25061,1040,SdQual_Est_1to5,Seed quality -BY- Seed quality visual assessment -IN- 1 to 5 quality scale,NULL,0,0,0
25062,1040,RaffinCt_Comp_gkg,Seed Raffinose content -BY- Raffinose measurement -IN- kg/kg,NULL,0,0,0
25063,1040,STARCHYOSE,The amount of total seed soluble carbohydrates that is stachyose.,NULL,0,0,0
25064,1040,SdStearCt_Comp_pct,Seed stearic acid content -BY- Stearic acid content measurement -IN- Percent,NULL,0,0,0
25065,1040,SdSucrCt_Meas_gkg,Seed Sucrose content -BY- Sucrose content method -IN- g/kg,NULL,0,0,0
25066,1040,ANTHR_Est_1to5,Soybean anthracnose -BY- Anthracnose assessment -IN- 1 to 5 infection score,NULL,0,0,0
25067,1040,StemTermTyp_Est_1or2,Stem termination type -BY- Termination observation -IN- 1 or 2 type scale,NULL,0,0,0
25068,1040,TwinT_Est_mmdd,Twining date -BY- Twinning date observation -IN- mmdd,NULL,0,0,0
25069,1040,CercoLfS_Est_1to5,Cercospora Leaf spot -BY- Leaf disease -IN- 1 to 5 infection score,NULL,0,0,0
25101,20001,1,No plants with leisions,NULL,0,0,0
25102,20001,2,1-10%of plants with lesions,NULL,0,0,0
25103,20001,3,10-25% of plants with lesions,NULL,0,0,0
25104,20001,4,25-50% of plants with lesions,NULL,0,0,0
25105,20001,5,More than 50% of plants with lesions,NULL,0,0,0
25106,20002,1,No plants with leisions,NULL,0,0,0
25107,20002,2,1-10%of plants with lesions,NULL,0,0,0
25108,20002,3,25-50% of plants with lesions,NULL,0,0,0
25109,20002,4,25-50% of plants with lesions,NULL,0,0,0
25110,20002,5,More than 50% of plants with lesions,NULL,0,0,0
25111,20003,1,No virus symptom seen,NULL,0,0,0
25112,20003,2,1-10% occasional mild symptoms,NULL,0,0,0
25113,20003,3,10-25% moderate infection,NULL,0,0,0
25114,20003,4,25-50% severe and widespread symptoms,NULL,0,0,0
25115,20003,5,More than 50% with likely loss in yield,NULL,0,0,0
25116,20004,1,No leaf spot seen,NULL,0,0,0
25117,20004,2,few spots on some plants,NULL,0,0,0
25118,20004,3,10-25% some spots on most plants,NULL,0,0,0
25119,20004,4,25-50% infection,NULL,0,0,0
25120,20004,5,More than 50% infection with leaf abscission,NULL,0,0,0
25121,20005,1,No nodules,NULL,0,0,0
25122,20005,2,1-10%few nodules mostly small,NULL,0,0,0
25123,20005,3,10-25% nodules,some large,NULL,0,0,0
25124,20005,4,25-50% nodules,several large,NULL,0,0,0
25125,20005,5,More than 50% nodules,many large,NULL,0,0,0
25126,20006,1,No root knot galling,NULL,0,0,0
25127,20006,2,1-10% few galls on some plants,NULL,0,0,0
25128,20006,3,10-25% galls on most plants,NULL,0,0,0
25129,20006,4,25-50% galls on most plants,NULL,0,0,0
25130,20006,5,More than 50% galling with plants stunting,NULL,0,0,0
25131,20007,1,Almost all plants erect,NULL,0,0,0
25132,20007,2,All plants leaning slightly or a few plants down,NULL,0,0,0
25133,20007,3,All plants leaning moderately (45 degrees
25134,20007,4,All plants leaning considerably,or 50% - 80% of plants down,NULL,0,0,0
25135,20007,5,Prostrate,almost all plants down,NULL,0,0,0
25136,20008,1,No pods shattered,NULL,0,0,0
25137,20008,2,1-10% pods shattered,NULL,0,0,0
25138,20008,3,11-25% pods shattered,NULL,0,0,0
25139,20008,4,26-50% pods shattered,NULL,0,0,0
25140,20008,5,More than 50% pods shattered,NULL,0,0,0
25141,20009,1,rarely branching,NULL,0,0,0
25142,20009,2,fair branching,NULL,0,0,0
25143,20009,3,moderately branching,NULL,0,0,0
25144,20009,4,mostly branching,NULL,0,0,0
25145,20009,5,profusely branching,NULL,0,0,0
25146,20010,B,blue,NULL,0,0,0
25147,20010,Dp,dark purple,NULL,0,0,0
25148,20010,Lp,light purple,NULL,0,0,0
25149,20010,M,magenta,NULL,0,0,0
25150,20010,Nw,near white,NULL,0,0,0
25151,20010,W,white,NULL,0,0,0
25152,20010,P,purple,NULL,0,0,0
25153,20010,Pm,purple mutable,NULL,0,0,0
25154,20010,Pth,dilute purple,NULL,0,0,0
25159,20012,Bf,Buff,NULL,0,0,0
25160,20012,Bl,Black,NULL,0,0,0
25161,20012,Blbr,Black hilum with brown outer ring,NULL,0,0,0
25162,20012,Br,Brown,NULL,0,0,0
25163,20012,D,Dark shade,NULL,0,0,0
25164,20012,G,Grey,NULL,0,0,0
25165,20012,Gn,Green,NULL,0,0,0
25166,20012,Rbf,Reddish buff,NULL,0,0,0
25167,20012,Rbl,Reddish black,NULL,0,0,0
25168,20012,Rbr,Reddish brown,NULL,0,0,0
25169,20012,Tn,Tan,NULL,0,0,0
25170,20012,Y,Yellow,NULL,0,0,0
25171,20013,1,Good,NULL,0,0,0
25172,20013,2,moderately good,NULL,0,0,0
25173,20013,3,fairly good,NULL,0,0,0
25174,20013,4,bad,NULL,0,0,0
25175,20013,5,poor,NULL,0,0,0
25176,20014,1,Determinate termination,NULL,0,0,0
25177,20014,2,Indeterminate termination,NULL,0,0,0
25178,20015,1,0-20% defoliated,NULL,0,0,0
25179,20015,2,21-40% defoliated,NULL,0,0,0
25180,20015,3,41-60% defoliated,NULL,0,0,0
25181,20015,4,61-80% defoliated,NULL,0,0,0
25182,20015,5,81=100% defoliated,NULL,0,0,0
25183,20016,1,0-20% defoliated,NULL,0,0,0
25184,20016,2,21-40% defoliated,NULL,0,0,0
25185,20016,3,41-60% defoliated,NULL,0,0,0
25186,20016,4,61-80% defoliated,NULL,0,0,0
25187,20016,5,81=100% defoliated,NULL,0,0,0
25188,20017,1,no pods shattered,NULL,0,0,0
25189,20017,2,1-10% of pods shattered,NULL,0,0,0
25190,20017,3,10-25% of pods shattered,NULL,0,0,0
25191,20017,4,25-50% of pods shattered,NULL,0,0,0
25192,20017,5,>50% of pods shattered,NULL,0,0,0
25197,20019,0,maturity group 0 (extreme North
25198,20019,00,maturity group 00,NULL,0,0,0
25199,20019,000,maturity group 000,NULL,0,0,0
25200,20019,I,maturity group I,NULL,0,0,0
25201,20019,II,maturity group II,NULL,0,0,0
25202,20019,III,maturity group III,NULL,0,0,0
25203,20019,IV,maturity group IV,NULL,0,0,0
25204,20019,V,maturity group V,NULL,0,0,0
25205,20019,VI,maturity group VI,NULL,0,0,0
25206,20019,VII,maturity group VII,NULL,0,0,0
25207,20019,VIII,maturity group VIII,NULL,0,0,0
25208,20019,IX,maturity group IX,NULL,0,0,0
25209,20019,X,maturity group X (extreme South
25210,20020,0,less than 10% seed discolored,NULL,0,0,0
25211,20020,1,10-15% seed surface discolored,NULL,0,0,0
25212,20020,2,15-20% seed surface discolored,NULL,0,0,0
25213,20020,3,20-30% seed surface discolored,NULL,0,0,0
25214,20020,4,30-40% seed surface discolored,NULL,0,0,0
25215,20020,5,40-50% seed surface discolored,NULL,0,0,0
25216,20020,6,50-60% seed surface discolored,NULL,0,0,0
25217,20020,7,60-70% seed surface discolored,NULL,0,0,0
25218,20020,8,70-80% seed surface discolored,NULL,0,0,0
25219,20020,9,80-90% seed surface discolored,NULL,0,0,0
25220,20020,10,more than 90% seed surface discolored,NULL,0,0,0
25221,20021,1,round,NULL,0,0,0
25222,20021,2,flat,NULL,0,0,0
25223,20021,3,straight,NULL,0,0,0
25224,20021,4,curved,NULL,0,0,0
25225,20022,1,® resistant,NULL,0,0,0
25226,20022,2,(S
25227,20022,3,(PR
25228,20023,1,round,NULL,0,0,0
25229,20023,2,flat,NULL,0,0,0
25230,20023,3,straight,NULL,0,0,0
25231,20023,4,curved,NULL,0,0,0
25232,20024,1,Lanceolate,NULL,0,0,0
25233,20024,2,triangular,NULL,0,0,0
25234,20024,3,pointed ovate,NULL,0,0,0
25235,20024,4,rounded ovate,NULL,0,0,0
25236,20025,1,Erect,NULL,0,0,0
25237,20025,2,semi-appressed,NULL,0,0,0
25238,20025,3,glaborus,NULL,0,0,0
25239,20025,4,appressed,NULL,0,0,0
25240,20025,5,normal,NULL,0,0,0
25241,20025,6,pubescent,NULL,0,0,0
25242,20025,7,puberulent,NULL,0,0,0
25243,20025,8,curly,NULL,0,0,0
25244,20026,1,blunt,NULL,0,0,0
25245,20026,2,Sharp,NULL,0,0,0
25246,20027,1,cleistogamous  (closed,TO:0000882
25247,20027,2,chasmogamous (open,TO:0000883
25248,20028,1,glabrous,NULL,0,0,0
25249,20028,2,normal,NULL,0,0,0
25250,20029,1,0% lesions on plants,NULL,0,0,0
25251,20029,2,1-10% lesions on plants,NULL,0,0,0
25252,20029,3,10-25% lesions on the plants,NULL,0,0,0
25253,20029,4,25-50% lesions on the plants,NULL,0,0,0
25254,20029,5,>50% plants with lesions,NULL,0,0,0
25255,1010,Cercospora Leaf spot,Reaction of the plant or plant part to infection by Cercospora species.,NULL,0,0,0
25257,1010,Bacterial Pustule,V-shaped chlorotic to necrotic foliar lesions,vascular blackening,Light colored,raised pustules which can coalesce into brown lesions,caused by Xanthomonas sp.,NULL,0,0,0
25258,1010,Frogeye leafspot,Tan or brown,elliptical lesions with brown purple boarder on plant parts caused by Cercospora Sojina,NULL,0,0,0
25260,1020,Days to 50% flowering count,Count the number of days after sowing until 50% of the plants have one or more flowers,NULL,0,0,0
25262,1040,FlwT_50Count_days,Counted from sowing to the date when 50% of the plants in a plot have at least 1 open flower.,NULL,0,0,0
25265,1030,1 to 5 infection score,1 to 5 infection score,NULL,0,0,0
25267,20011,Bl,Black,NULL,0,0,0
25268,20011,T,Tan,NULL,0,0,0
25269,20011,Br,Brown,NULL,0,0,0
25270,20011,G,Grey,NULL,0,0,0
25309,1020,Days to maturity count,Determine the number of days elapsed between sowing and when the pods have reached maturity,NULL,0,0,0
25319,1040,PlntHt_Meas_cm,Measure the distance (in cm
25320,1010,Lodging,Tendency of plant to lodge,NULL,0,0,0
25321,1020,Lodging estimation,Estimate the proportion of plants lodged i.e.,protrated on the ground,NULL,0,0,0
25322,1030,1 to 5 percentage scale,1 to 5 percentage scale,NULL,0,0,0
25324,20018,T,Tawny,NULL,0,0,0
25325,20018,LT,Light tawny,NULL,0,0,0
25326,20018,G,Grey,NULL,0,0,0
25327,20018,NG,Near grey,NULL,0,0,0
25330,1020,Number of plants harvested in the net plot,excluding the borders,Number of plants harvested in the net plot,excluding the borders,NULL,0,0,0
25331,1030,Plant,Plant,NULL,0,0,0
25333,1010,Seed yield,Yield of a soybean field in terms of seed weight per unit area at a specified moisture content.,NULL,0,0,0
25334,1020,Weighing of grain per plot,Weigh the amount of harvested grains (excluding the borders
25338,1020,grain yield calculation,Weigh the amount of harvested grains (excluding the borders
25340,1040,SdYld_CalcPerArea_kgha,Seed yield -BY- grain yield calculation -IN- kg/ha,NULL,0,0,0
25342,1020,Weighing of fodder per plot,Measure the dry weight of stover,haulm harvested after threshing plants harvested from the plot excluding the borders.,NULL,0,0,0
25346,1020,Calculation of fodder yield,Measure the dry weight of stover,haulm harvested after threshing plants harvested from the plot excluding the borders. Then divide the measured harvested weight by the effectively harvested area of the plot,NULL,0,0,0
