HH_Id,Dietery_Intro,Rate_Health,Dignosed_Covid_Yn,Covid_Infecn_Date,Vegetarian_Yn,Egg_Consumpn_Yn,Milk_Consumpn_Yn,Fasting_Day_Yn,Eat_Cereals_Yn,Eat_Tubers_Yn,Eat_Pulses_Yn,Eat_Nuts_Seed_Yn,Eat_MilkPrdct_Yn,Eat_FleshFood_Yn,Eat_Egg_Yn,Eat_GreenLeafVeg_Yn,Eat_VitFruits_Yn,Eat_VitVeg_Yn,Eat_OthrVeg_Yn,Eat_OthrFruit_Yn,Eat_Oil_Fat_Yn,Eat_Condiments_Yn,Eat_Savory_Yn,Eat_Sweet_Yn,Eat_SugarBev_Yn,Consume_Alcohol_Yn,Food_Comments
1641,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
1642,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,NONE
1643,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,"SUMMER,FOOD INSECURITY IS COMMON"
1644,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,NONE
1645,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
1647,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
1648,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,NONE
1649,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NONE
1651,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,NONE
1652,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
1675,1,2,0, ,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,NONE
1676,1,2,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
1681,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, 
1683,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0, 
1688,1,2,0, ,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,None
1689,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,None
1690,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1692,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1693,1,2,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1709,1,1,0, ,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,NONE
1710,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,NONE
1711,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,NONE
1712,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,NONE
1713,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,NONE
1714,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,NONE
1715,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,None
1716,1,2,0, ,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,None
1719,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,None
1721,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1722,1,2,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,None
1723,1,2,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1724,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1725,1,2,0, ,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1726,1,2,0, ,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1802,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,no
1803,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,no
1805,1,1,0, ,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
1806,1,2,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,no
1807,1,1,0, ,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,None
1808,1,2,0, ,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,None
1809,1,2,0, ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,None
1810,1,3,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None
1811,1,2,0, ,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,None
1812,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,no
1813,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,no
1814,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,No
1815,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,no
1816,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
1817,1,1,0, ,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,None
1818,1,1,0, ,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,None
1819,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,no
1820,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,no
1822,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,no
1823,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,no
1826,1,1,0, ,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1827,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
1830,1,1,0, ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,NONE
1831,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,no
1834,1,2,0, ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,None
1835,1,1,0, ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1836,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,no
1837,1,2,0, ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,None
1838,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
1839,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
1840,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,no
1841,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,no
1842,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,no
1847,1,1,0, ,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1849,1,1,0, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1852,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,no
1855,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,No
1857,1,2,0, ,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1858,1,1,0, ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,None
1859,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,no
3001,1,2,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
3002,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,NONE
3003,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,no
3004,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,No
3005,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,no
3006,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,no
3007,1,1,0, ,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,None
3008,1,1,0, ,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,None
3009,1,2,0, ,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,None
3010,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,NONE
3011,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,NONE
3012,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
3013,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
3014,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0, 
3015,1,1,0, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0, 
3016,1,1,0, ,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
3017,1,1,0, ,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NONE
3018,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
3019,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
3020,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,None
3021,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
3022,1,2,0, ,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
3023,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,None
3024,1,2,0, ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,None
3025,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,NONE
3026,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
3030,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,NONE
3031,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,None
3032,1,1,0, ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,None
3033,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,no
3034,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,no
3035,1,2,0, ,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,INSET
3036,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0, 
3037,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
3038,1,1,0, ,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
3039,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
3040,1,1,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
3041,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0, 
3042,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0, 
3043,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0, 
32,1,2,0, ,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,NONE
33,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
34,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,No
35,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,NONE
36,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1, 
37,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,No
38,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
39,1,1,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,GOOD
40,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,No
41,1,2,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
42,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1, 
43,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
44,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
45,1,1,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GOOD
46,1,2,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,NONE
47,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
48,1,2,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
49,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
68,1,1,0, ,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0, 
69,1,2,0, ,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NONE
70,1,1,0, ,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0, 
75,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
76,1,2,0, ,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
77,1,2,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NONE
78,1,1,0, ,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0, 
79,1,2,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
80,1,1,0, ,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0, 
81,1,1,0, ,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0, 
82,1,2,0, ,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0, 
83,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
84,1,1,0, ,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0, 
85,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
86,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
87,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
88,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
90,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GOOD
95,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GOOD
97,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0, 
104,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
105,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,No
106,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
107,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
108,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,GOOD
109,1,1,0, ,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
110,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1, 
111,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,GOOD
112,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
113,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GOOD
127,1,2,0, ,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NONE
128,1,2,0, ,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NONE
130,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
131,1,2,0, ,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NONE
132,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,No
133,1,1,0, ,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0, 
134,1,1,0, ,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0, 
135,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,No
136,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
137,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
138,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
139,1,2,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
140,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
141,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
143,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,GOOD
144,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
211,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,No
212,1,1,0, ,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,No
215,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,NONE
216,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,No
217,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0, 
218,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0, 
220,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,No
222,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0, 
223,1,1,0, ,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0, 
224,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0, 
225,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NONE
227,1,2,0, ,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,NONE
228,1,2,0, ,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NONE
421,1,1,0, ,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,None
422,1,2,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
423,1,2,0, ,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,None
424,1,1,0, ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0, 
425,1,1,0, ,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,NO
426,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0, 
427,1,2,0, ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LACK.  OF. PIANING
428,1,1,0, ,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,None
429,1,2,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,None
430,1,1,0, ,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NONE
431,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0, 
432,1,2,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
433,1,1,0, ,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0, 
434,1,1,0, ,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,None
435,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,NONE
436,1,2,0, ,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
454,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
455,1,2,0, ,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,None
456,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GOOD
457,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
458,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
459,1,2,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
460,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,GOOD
461,1,1,0, ,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,GOOD
462,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0, 
463,1,1,0, ,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
464,1,1,0, ,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,GOOD
465,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
466,1,2,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
467,1,1,0, ,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NONE
468,1,1,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
469,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
470,1,2,0, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None
471,1,1,0, ,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,GOOD
544,1,1,0, ,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1, 
545,1,1,0, ,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0, 
547,1,2,0, ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NONE
548,1,2,0, ,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,NONE
549,1,2,0, ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
550,1,1,0, ,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1, 
552,1,2,0, ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NONE
553,1,2,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
554,1,1,0, ,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0, 
555,1,1,0, ,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,No
556,1,2,0, ,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NONE
558,1,1,0, ,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,No
