HH_Id,Impr_WheatVar_Trait,Trait_HighYld,Trait_Adaption,Trait_High_StawYld,Trait_Taller,Trait_Shorter,Trait_Lodging_Tol,Trait_Disese_Res,Trait_BoldGrain,Trait_Duration,Trait_GoodTillering,Trait_SeedRate,Trait_EasyThreshing,Trait_Storability,Trait_FlourColour,Trait_MineralRich,Trait_BreadMaking,Trait_HighProtein,Trait_HighFibre,Trait_Taste,Trait_Milling_Qlty,Trait_Grain_Price,Trait_Rank,Trait_Rank_1,Trait_Rank_2,Trait_Rank_3,Seed_Src_Saving,Seed_Src_SocialNetwork,Seed_Src_Markets,Seed_Src_ComntySeedGrp,Seed_Src_GovAgency,Seed_Src_GovAgency1,Seed_Src_NonGov,Seed_Src_Other,Seed_Src_Specify,Seed_Market_1,Seed_Market_2,Last_Seasn_OwnWSeed
490,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
491,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,SILO,0
492,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MULO,SILO,0
493,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
494,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
518,BEFGH,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G,0,0,0,0,0,0,0,0, ,MULO,KEMISE,0
520,BCDEF,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCF,B,C,F,0,0,0,0,0,0,0,0, ,MULO,KEMISE,0
521,BCDEF,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D,0,0,0,0,0,0,0,0, ,MULO,KEMISE,0
522,CDEGI,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EGI,E,G,I,0,0,0,0,0,0,0,0, ,KEMISE,MULO,1
523,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AFG,A,F,G,0,0,0,0,0,0,0,0, ,MULO,KAMISE,0
577,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,1,0,0,0,0,0, ,BETOSO,BETOSO,0
580,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,1,1,0,0,1,0,0, ,BETOSO,BETOSO,0
581,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,BETOSO,BETOSO,0
583,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,1,0,0,0,0,0, ,NA,NA,1
584,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,BETOSO,BETOSO,0
585,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,1,0,0,0,0,0, ,BETOSO,BETOSO,0
586,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,1,1,1,0,0,1,0,0, ,NA,NA,1
587,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,1,0,0,0,0,0, ,NA,NA,1
588,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,1,0,0,1,0,0, ,NA,NA,0
589,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,1
590,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,1,0,0,0,0,0, ,NA,NA,1
591,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,BETOSO,BETOSO,0
718,ACG,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACG,A,C,G,0,0,0,0,0,0,0,0, ,DULLELE,CHITU,1
719,ABFG,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,DULELE,KOTOBA,0
720,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,LEMI,LEMI,0
721,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,NA,NA,1
722,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,CITU,WALISO,0
723,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,KAMSI,CITU,0
724,ABCFGHIS,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,GABRA GURACHA,-99,0
725,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,LEMI,LEMI,0
726,BFG,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,DULELE,CITU,0
727,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,LEMI,LEMI,0
728,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,KOTOBA,DULELE,1
729,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NA,NA,1
801,ABFGHIU,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,ABH,A,B,H,0,0,0,0,0,0,0,0, ,CHITU,WALISO,0
802,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,1
803,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,1
805,ABHIU,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,ABH,A,B,H,0,0,0,0,0,0,0,0, ,CHITU,WALISO,1
806,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,NA,NA,0
807,ABHSU,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,ABS,A,B,S,0,0,0,0,0,0,0,0, ,GABRA GURACHA,-99,0
808,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,LEMI,LEMI,0
809,ABFG,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NA,NA,1
810,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,LEMI,LEMI,0
812,ABGHS,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,AHS,A,H,S,0,0,0,0,0,0,0,0, ,KEMISE,-99,0
813,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F,0,0,0,0,0,0,0,0, ,WOLISO,WOLISO,0
814,ABGHU,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ABG,A,B,G,0,0,0,0,0,0,0,0, ,WALISO,CHITU,1
816,ABFG,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,CITU,WALISO,0
1158,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,SEDABIRA,YIHUD GEBEYA,1
1159,ABFGJ,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BFG,B,F,G,0,0,0,0,0,0,0,0, ,SABADIR,TURI,0
1163,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,SIYADEBIR,SIYADEBIR,0
1164,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,0
1165,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,NA,NA,1
1166,ABGHI,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
1167,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
1168,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F,0,0,0,0,0,0,0,0, ,OBORI,SADABIR,1
1169,ABGHS,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ABS,A,B,S,0,0,0,0,0,0,0,0, ,M UKA TURI,-99,0
1170,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,NA,NA,1
1171,ABGHS,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MUKA TURI,-99,1
1174,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,SIYADEBIR,SIYADEBIR,0
1253,AG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AG,A,G, ,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1254,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1255,AG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AG,A,G, ,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1257,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,0,0,0,0,0,0,0, ,ZIWAY,NONE,0
1258,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1259,BHJ,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,BHJ,B,H,J,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1260,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,0,0,0,0,0,0,0, ,NONE, NONE,0
1261,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,0,0,0,0,0,0,0, , NONE,NONE,0
1262,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1263,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1264,AG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AG,A,G, ,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1265,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1266,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1267,AI,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,1,1,1,0,0,0,0,0, ,NONE,NONE,0
1268,AEH,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AEH,A,E,H,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1269,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1336,ABFGHKLSTU,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,AGH,A,G,H,0,0,0,0,0,0,0,0, ,CHITU,WALISO,1
1337,ABFGHSU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,ABG,A,B,G,0,0,0,0,0,0,0,0, ,WALISO,CHITU,1
1339,ABFGHKSTU,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,ABH,A,B,H,0,0,0,0,0,0,0,0, ,CHITU,WALISO,1
1340,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NA,NA,1
1341,ABFGHSU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,AFH,A,F,H,0,0,0,0,0,0,0,0, ,CHITU,WALISO,1
1342,ABGHSTU,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,ABH,A,B,H,0,0,0,0,0,0,0,0, ,CHITU,WALISO,1
1416,ABGHKSTU,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,ABG,A,B,G,0,0,0,0,0,0,0,0, ,DEADO,-99,0
1418,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGH,A,G,H,0,0,0,0,0,0,0,0, ,DEADO,-99,1
1420,ABFGSTU,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,ABG,A,B,G,0,0,0,0,0,0,0,0, ,DEADO,-99,0
1421,ABGHKSU,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,BGH,B,G,H,0,0,0,0,0,0,0,0, ,DEADO,-99,1
1424,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,DEADO,JIMMA,1
1425,ABGHST,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,DEADO,-99,1
1430,AGHKST,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,AHS,A,H,S,0,0,0,0,0,0,0,0, ,DEADO,-99,0
1431,ABEGHSTU,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,ABH,A,B,H,0,0,0,0,0,0,0,0, ,DEADO,-99,1
1433,ABFHISTU,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,AHS,A,H,S,0,0,0,0,0,0,0,0, ,DEADO,-99,0
1453,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,HINCHINI,MUGER,1
1454,ABDFGHKL,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,AGL,A,G,L,1,0,1,0,0,0,0,0, ,Hinichini,none,1
1455,ABDFGHLS,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,AHL,A,H,L,1,0,1,0,0,0,0,0, ,Hinichini town,none,1
1456,ABDFGHILM,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,AGH,A,G,H,1,0,1,0,0,0,0,0, ,Hinichini,no,0
1458,ABFGHIKLSTU,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,HINCHINI,-88,1
1459,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGH,A,G,H,0,0,0,0,0,0,0,0, ,HINCHINI,-88,1
1460,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,HINCHINI,MUGER,1
1461,ABDGHIL,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,ABH,A,B,H,1,0,1,0,0,0,0,0, ,Hinichini town,no,1
1462,ABFGHKSTU,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,AHS,A,H,S,0,0,0,0,0,0,0,0, ,HINCHINI,MUGER,1
1463,ABDFGHILS,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,AHL,A,H,L,1,0,1,0,0,0,0,0, ,Hinichini,none,0
1464,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,1
1465,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,NA,NA,1
1466,ABFGHIKSTU,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,HINCHINI,-88,1
1512,ABFGHISTU,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,AGH,A,G,H,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1514,ABGHSTU,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGH,A,G,H,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1515,ABFGHKLNSTU,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,MANCHO,DEADO,1
1516,ABGHI,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AGH,A,G,H,0,0,0,0,0,0,0,0, ,MANCHO,-88,0
1517,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1518,ABFGHISTU,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,AGH,A,G,H,0,0,0,0,0,0,0,0, ,DEDO,JIMMA,1
1521,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1522,ABFGHST,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,AGH,A,G,H,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1525,ABGHSTU,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AGS,A,G,S,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1526,ABFGHIJKSTU,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1527,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,1,0,0, ,NA,NA,1
1528,ABFGHIKSTU,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,ABG,A,B,G,0,0,0,0,0,0,0,0, ,MANCHO,-88,1
1529,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NA,NA,0
1530,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NA,NA,0
1531,ABFGHSTU,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,AHS,A,H,S,0,0,0,0,0,0,0,0, ,MENCHO,-88,1
1533,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,1,0,0,0,0,0, ,BETOSO,BETOSO,0
1534,ABH,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,1,0,0,1,0,0, ,BETOSO,BETOSO,0
1535,AGL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AGL,A,G,L,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1536,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1539,ABGI,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BGI,B,G,I,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1540,ABCGJ,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AGJ,A,G,J,0,0,0,0,0,0,0,0, ,BISHOFTU,NONE,0
1542,ABCDFGHIJLMP,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,ABG,A,B,G,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,1
1543,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1545,ABCFGIJLM,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,1,0,0,0,0,0, ,Beshoftu Market,None,1
1546,ABGJ,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BGJ,B,G,J,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1548,ABCG,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,0,0,0,0,0,0,0,0, ,NON E,NONE,1
1549,ACGHIJ,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ACG,A,C,G,1,0,1,0,0,0,0,0, ,Beshoftu Market,None,1
1551,BGI,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BGI,B,G,I,0,0,0,0,0,0,0,0, ,NONE,NONE,1
1552,ABCDGHLM,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,1,0,0,0,0,0, ,Beshoftu Market,None,1
1553,ABCG,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCG,B,C,G,0,0,0,0,0,0,0,0, , NONE,NONE,1
1554,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1556,ACFGH,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AFH,A,F,H,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,1
1580,ABCDFGHIJLM,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,ABH,A,B,H,1,0,1,0,0,0,0,0, ,Beshoftu Market,None,1
1581,ABGJ,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1582,ABG,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABG,A,B,G,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1583,ABGHJ,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ABJ,A,B,J,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1585,ABGJ,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AGJ,A,G,J,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1586,ABCDFGHILM,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,ABM,A,B,M,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,1
1587,ABCFGHIJ,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,1
1589,ABCDFGHILM,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,ABC,A,B,C,1,0,1,0,0,0,0,0, ,Beshoftu,None,1
1590,ABCDGIN,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,ABG,A,B,G,1,0,1,1,1,0,1,0, ,None,None,1
1591,ABCDFGHI,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,1,0,1,0,1,0,0,0, ,Beshoftu Market,None,0
1593,ABGH,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABH,A,B,H,0,0,0,0,0,0,0,0, ,NONE,NONE,0
1611,ABCFG,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,0,1,0,0,0,0,0,0, ,MOJO,KILTU,1
1612,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,1,1,1,0,0,0,0,0, ,KILTU,BALI,1
1614,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, ,0,0,0,0,0,0,0,0, ,MOJO,MOJO,0
1615,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,A, , ,1,1,1,1,0,0,0,0, ,MOJO,NONE,1
1616,ABFGH,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AGH,A,G,H,0,1,0,0,0,0,0,0, ,MOJO,KILTU,0
