HH_Id,SocioEconomic_Intro_M,Module_Resp_M,Next_Season_Plan_M,Wheat_Area_Change _M,WArea_Change_CovidEff_M,Wheat_Replace_Crop_M,Wheat_Replace_OthrCrop_M,Wheat_ReplaceBy_Crop_M,Wheat_ReplaceBy_OthrCrop_M,Wheat_Cult_NextSeason_Yn_M,Wheat_Area_Change_Rsn _M,Wheat_Area_Change_OthrRsn _M,WheatSeed_Qnt_Change_M,Increse_Input_Yn_M,Increse_Input_Rsn_M,Increse_Input_OthrRsn_M,Wheat_Constraints_M,WConstraints_SeedAvlblty_M,WConstraints_SeedPrice_M,WConstraints_SeedQlty_M,WConstraints_SeedCredit_M,WConstraints_FertAvlblty_M,WConstraints_FertPrice_M,WConstraints_FertCredit_M,WConstraints_QltyChemFert_M,WConstraints_HumanLabour_M,WConstraints_WageRate_M,WConstraints_SkilledLabour_M,WConstraints_AvlbltyChemHerb_M,WConstraints_HerbicidePrice_M,WConstraints_HerbicideCredit_M,WConstraints_QltyHerbicide_M,WConstraints_OutputMrkt_M,WConstraints_AccessInfo_M,WConstraints_GrainPrice_M,WConstraints_AvlbltyFamLab_M,WConstraints_Drought_M,WConstraints_Flood_M,WConstraints_Heat_M,WConstraints_Pest_M,WConstraints_Disease_M,WConstraints_SoilFert_M,WConstraint_Rank_M,WConstraint_Rank1_M,WConstraint_Rank2_M,WConstraint_Rank3_M
296,1,1,1,1,0,5, ,, ,,13, ,0,0,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
297,1,1,1,1,0,19, ,, ,,11, ,1,,11, ,ABDEFG,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
299,1,1,1,3,,, ,, ,,, ,1,,8, ,CDEFGHLO,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CDF,C,D,F
301,1,1,1,1,0,19, ,, ,,2, ,1,,2, ,ABEFM,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABM,A,B,M
302,1,1,1,1,0,19, ,, ,,2, ,1,,13, ,ABCDE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACD,A,C,D
303,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
304,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHILMNO,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D
305,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHIKLM,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
307,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDEFGNY,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
308,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDFG,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
309,1,1,1,1,0,19, ,, ,,11, ,0,1,, ,ABDEFGJY,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
310,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFL,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
311,1,1,1,1,0,5, ,, ,,11, ,1,,8, ,BCDEFGHIKLMNOW,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,CFH,C,F,H
490,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
491,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEF,C,E,F
492,1,1,1,3,,, ,, ,,, ,0,0,, ,BDEFG,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDE,B,D,E
493,1,1,1,1,0,0, ,, ,,13, ,0,1,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
494,1,1,1,2,0,, ,19, ,0,5, ,0,0,, ,ADEFG,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
518,1,1,1,3,,, ,, ,,, ,0,0,, ,CEFGH,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
520,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
521,1,2,1,1,0,0, ,, ,,13, ,0,0,, ,ACEFG,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CEF,C,E,F
522,1,1,1,3,,, ,, ,,, ,0,0,, ,BCDFH,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BDF,B,D,F
523,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
577,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
580,1,1,1,3,,, ,, ,,, ,2,,, ,ABFH,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
581,1,1,1,3,,, ,, ,,, ,2,,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
583,1,1,1,1,0,19, ,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
584,1,1,1,3,,, ,, ,,, ,0,0,, ,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, 
585,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
586,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
587,1,1,1,3,,, ,, ,,, ,0,0,, ,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, 
588,1,1,1,3,,, ,, ,,, ,2,,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
589,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
590,1,1,1,1,0,5, ,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
591,1,1,1,1,0,19, ,, ,,2, ,1,,2, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
718,1,1,1,3,,, ,, ,,, ,0,0,, ,ADEFG,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
719,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEF,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
720,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
721,1,1,1,3,,, ,, ,,, ,0,0,, ,ABS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ABS,A,B,S
722,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
723,1,1,1,1,0,0, ,, ,,13, ,0,0,, ,AEFGH,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
724,1,1,1,4,,, ,, ,,, ,0,0,, ,ABCEFLM,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
725,1,1,1,3,,, ,, ,,, ,0,0,, ,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB,A,B, 
726,1,1,1,2,0,, ,99,DONT KNOW,0,8, ,0,0,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFG,E,F,G
727,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
728,1,1,1,1,0,0, ,, ,,13, ,2,,, ,BCEFH,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EF,E,F, 
729,1,1,1,2,0,, ,19, ,0,1, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
801,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFLM,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
802,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
803,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
805,1,1,1,3,,, ,, ,,, ,0,0,, ,ABELM,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BEM,B,E,M
806,1,1,1,1,0,19, ,, ,,4, ,1,,2, ,ABEFS,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ABF,A,B,F
807,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFM,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
808,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
809,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDF,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
810,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
812,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFGHI,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
813,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDF,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABD,A,B,D
814,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFGHLM,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
816,1,1,1,1,0,0, ,, ,,13, ,2,,, ,ABEFG,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1158,1,1,1,1,0,99,RENT IN OTHER,, ,,13, ,0,1,, ,AEFGL,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,AFL,A,F,L
1159,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1163,1,1,1,1,0,19, ,, ,,11, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1164,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1165,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1166,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFM,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1167,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1168,1,1,1,1,0,0, ,, ,,13, ,0,1,, ,ABFTU,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ABT,A,B,T
1169,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFM,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1170,1,1,1,2,0,, ,19, ,0,1, ,1,,1, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1171,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1174,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1253,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1254,1,1,1,1,0,3, ,, ,,99,BAD ENVIRONMENT FOR MAIZE,1,,2, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1255,1,1,1,1,0,3, ,, ,,99,THIS YEAR ENVIRONMENTAL CONDIT,1,,2, ,ABX,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AX,A,X, 
1257,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1258,1,1,1,2,0,, ,97, ,0,1, ,1,,1, ,AEF,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1259,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1260,1,1,1,1,0,3, ,, ,,99,BANVORONMENTAL FACTOR ON MAIZE,1,,2, ,ABC,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1261,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1262,1,1,1,1,0,3, ,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1263,1,1,1,3,,, ,, ,,, ,0,0,, ,ABFK,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BFK,B,F,K
1264,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1265,1,1,1,2,0,, ,97, ,0,99,INCREASED COST OF PRODUCTION,1,,8, ,AEF,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1266,1,1,1,1,0,3, ,, ,,2, ,1,,2, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1267,1,1,1,1,0,3, ,, ,,99,BAD ENVIRONMENTAL CONDITION FO,1,,2, ,BE,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,E, , 
1268,1,1,1,1,0,3, ,, ,,2, ,1,,2, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1269,1,1,1,3,,, ,, ,,, ,0,0,, ,FK,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FK,F,K, 
1336,1,1,1,3,,, ,, ,,, ,1,,13, ,ABCDEFLMWX,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,BFL,B,F,L
1337,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFHINWX,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,BEF,B,E,F
1339,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEFMN,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1340,1,1,1,3,,, ,, ,,, ,0,0,, ,ABE,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1341,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1342,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEFLM,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1416,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEFLM,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1418,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1420,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEFLM,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1421,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1424,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGLMNRW,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,BFM,B,F,M
1425,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFGHILMNO,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1430,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCFLM,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1431,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCEFGLM,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1433,1,1,1,2,0,, ,3, ,0,13, ,0,0,, ,ABCDEFGHLM,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BCD,B,C,D
1453,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCEFLMWX,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,BFW,B,F,W
1454,1,1,1,2,0,, ,99,Discontinue using rent land,1,8, ,2,,, ,ABDEFGM,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1455,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGNOY,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1456,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGIJY,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1458,1,1,1,3,,, ,, ,,, ,0,1,, ,BCEFLMWX,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,BFW,B,F,W
1459,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFGLM,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1460,1,1,1,3,,, ,, ,,, ,0,1,, ,ABEFLM,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1461,1,1,1,3,,, ,, ,,, ,0,0,, ,ABDEFGY,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1462,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1463,1,1,1,2,0,, ,6, ,0,5, ,0,1,, ,ABDEFGMY,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ABF,A,B,F
1464,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1465,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1466,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDFLMNO,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1512,,,,,,, ,, ,,, ,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,, , , , 
1514,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGLM,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,AEF,A,E,F
1515,1,1,1,3,,, ,, ,,, ,0,1,, ,ABDFGILM,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1516,1,1,1,3,,, ,, ,,, ,1,,13, ,ABCFL,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CFL,C,F,L
1517,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGLMX,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,ABF,A,B,F
1518,1,1,1,3,,, ,, ,,, ,0,1,, ,ABEFLMWX,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,BFW,B,F,W
1521,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHLM,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1522,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCDEFGLMNO,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,CFO,C,F,O
1525,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCEFLMR,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,AFM,A,F,M
1526,1,1,1,3,,, ,, ,,, ,1,,13, ,ABCDEFGLMNO,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,CFO,C,F,O
1527,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1528,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGLMNR,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,AFL,A,F,L
1529,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1530,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1531,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGLM,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BFM,B,F,M
1533,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1534,1,1,1,3,,, ,, ,,, ,2,,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1535,1,1,1,2,0,, ,5, ,0,3, ,1,,3, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1536,1,1,1,2,0,, ,99,I WILL RENT OUT,0,3, ,1,,3, ,ABK,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABK,A,B,K
1539,1,1,1,3,,, ,, ,,, ,0,0,, ,ABCEF,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABE,A,B,E
1540,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1542,1,1,1,1,0,5, ,, ,,11, ,0,0,, ,ABCDEFGHLMO,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ABC,A,B,C
1543,1,1,1,3,,, ,, ,,, ,0,0,, ,ABF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ABF,A,B,F
1545,1,1,1,3,,, ,, ,,, ,2,,, ,ABCDEFGHILMNOWX,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,BFM,B,F,M
1546,1,1,1,1,1,19, ,, ,,2, ,1,,2, ,ABCDEF,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADF,A,D,F
1548,1,1,1,3,,, ,, ,,, ,0,0,, ,ABEF,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEF,B,E,F
1549,1,1,1,3,,, ,, ,,, ,0,1,, ,ABCDEFGHMWXY,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,CFW,C,F,W
