HH_Id,SocialNetwork_Intro_M,Num_YrsIn_Kebele_M,Reltv_InKebele_FinanceNeed_M,Frnds_InKebele_FinanceNeed_M,Acquint_InKebele_FinanceNeed_M,Reltv_OutKebele_FinanceNeed_M,Frnds_OutKebele_FinanceNeed_M,Acquint_OutKebele_FinanceNeed_M,Reltv_Kebele_LeaderPositn_M,Frnds_Kebele_LeaderPositn_M,Acquint_Kebele_LeaderPositn_M,Reltv_InKebele_QltySeed_M,Frnds_InKebele_QltySeed_M,Acquint_InKebele_QltySeed_M,Reltv_OutKebele_QltySeed_M,Frnds_OutKebele_QltySeed_M,Acquint_OutKebele_QltySeed_M,Reltv_InKebele_GrainTrader_M,Frnds_InKebele_GrainTrader_M,Acquint_InKebele_GrainTrader_M,Reltv_OutKebele_GrainTrader_M,Frnds_OutKebele_GrainTrader_M,Acquint_OutKebele_GrainTrader_M,Reltv_InKebele_InfoAccess_M,Frnds_InKebele_InfoAccess_M,Acquint_InKebele_InfoAccess_M,Reltv_OutKebele_InfoAccess_M,Frnds_OutKebele_InfoAccess_M,Acquint_OutKebele_InfoAccess_M,Traders_Trust_Yn_M,Trader_Trust_Type_M,Trader_Trust_Type_Othr_M,Trader_Trust_Why_M,Rely_GovSupp_Yn_M,Rely_GovSupp_Covid_M,GovOfficial_Skill_Conf_M
1265,1,40,1,1,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,6, , ,0,0,4
1266,1,38,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,, , ,1,1,5
1267,1,77,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,4
1268,1,46,2,0,2,2,0,0,2,2,3,3,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,5,, , ,1,1,3
1269,1,85,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,, , ,1,1,4
1336,1,67,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1,0,5,, , ,1,0,5
1337,1,40,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,4,, , ,1,0,5
1339,1,40,2,2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,2,2,1,0,5,, , ,0,1,4
1340,1,32,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1342,1,45,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,3,6, , ,1,0,4
1416,1,30,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,3,1,1,1,1,2,6, , ,1,1,5
1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1420,1,40,2,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,2,1,1,1,1,3,6, , ,1,0,5
1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1424,1,60,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,1,1,1,1,5,, , ,1,0,5
1425,1,45,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,4,, , ,1,0,4
1430,1,35,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,2,6, , ,1,0,5
1431,1,38,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,2,2,0,0,0,5,, , ,1,0,5
1433,1,60,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,4,, , ,1,0,5
1453,1,55,2,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,2,2,2,2,3,1,1,1,0,4,, , ,1,0,4
1454,1,67,12,6,10,4,2,4,2,0,4,4,4,3,2,1,0,0,0,0,0,0,6,4,2,2,2,0,0,4,, , ,1,0,6
1455,1,67,10,4,10,6,1,5,0,0,4,4,4,2,2,1,0,0,0,0,0,0,6,4,2,2,2,1,2,4,, , ,1,0,5
1456,1,49,10,5,10,5,2,10,2,2,6,4,4,3,2,1,1,0,0,0,0,0,8,4,4,3,3,1,2,4,, , ,1,0,5
1458,1,65,2,2,2,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,2,2,2,1,1,1,4,, , ,1,0,5
1459,1,70,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,5,, , ,1,0,5
1460,1,78,2,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,3,6, , ,1,0,4
1461,1,65,20,6,10,10,2,6,4,2,6,6,4,3,4,2,2,0,0,0,2,0,6,4,3,3,2,1,1,3,6, , ,1,0,6
1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1463,1,73,20,6,15,6,2,10,2,0,4,6,4,4,2,1,2,0,0,0,0,0,10,4,4,6,2,1,3,4,, , ,1,0,6
1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1465,1,50,10,8,4,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,6, , ,1,1,5
1466,1,32,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,1,5,, , ,1,0,5
1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1514,1,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,1,1,0,3,6, , ,1,0,5
1515,1,65,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,1, ,THEY ARE FIXED ADRESS,1,0,5
1516,1,47,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,3,2,0,0,0,4,, , ,1,0,5
1517,1,55,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,0,2,6, , ,1,0,4
1518,1,50,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,1,5,, , ,1,0,4
1521,1,42,2,2,2,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,5,, , ,1,0,5
1522,1,65,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,3,1, ,THEY HAVE FIXED ADRESS,1,0,5
1525,1,55,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,3,6, , ,1,0,3
1526,1,50,2,2,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,0,3,1, ,HAVE MORE COSTEMERS,1,0,5
1527,1,61,5,2,1,4,2,0,1,1,0,4,2,0,2,0,0,0,0,0,0,0,0,2,2,1,2,1,0,1,6, , ,1,1,5
1528,1,45,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,1,1,0,2,6, , ,1,0,5
1529,1,41,5,5,2,9,2,2,1,1,1,5,2,2,4,0,0,0,0,0,2,1,1,4,1,1,2,1,1,1,6, , ,1,1,5
1530,1,42,10,4,2,10,2,1,1,1,1,10,5,5,0,0,0,0,0,0,1,1,2,5,2,1,0,0,0,1,6, , ,1,1,5
1531,1,41,2,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,2,2,1,1,1,5,, , ,1,0,5
1533,1,48,7,4,0,4,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,6, , ,1,1,5
1534,1,53,8,4,2,5,0,0,1,0,0,5,2,0,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,6, , ,1,1,5
1535,1,78,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,4,4,0,0,0,2,3,1,0,0,2,6, , ,1,1,5
1536,1,75,3,2,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,5,0,0,0,0,2,1,0,0,0,2,6, , ,1,1,5
1539,1,56,2,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,, , ,1,1,5
1540,1,16,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,6, , ,0,0,2
1542,1,46,5,3,4,3,5,3,4,3,2,3,4,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,4,, , ,1,0,5
1543,1,45,2,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,2,2,0,0,0,2,0,0,6,, , ,1,1,6
1545,1,72,12,8,10,6,8,6,1,1,0,6,3,5,3,6,4,5,4,6,4,5,3,6,4,5,4,8,5,3,6, , ,1,0,4
1546,1,52,2,2,0,0,0,3,1,2,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,6, , ,0,0,2
1548,1,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,5,0,0,0,3,2,0,5,, , ,1,1,5
1549,1,41,10,8,10,6,8,6,0,0,0,2,1,2,1,4,2,3,2,2,1,2,1,2,2,2,2,1,2,3,6, , ,1,0,5
1551,1,43,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,5,, , ,1,1,5
1552,1,54,12,8,10,7,8,6,0,0,0,6,4,5,3,4,2,5,3,6,3,5,2,5,3,6,4,5,3,1,6, , ,1,0,4
1553,1,52,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1554,1,55,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,2,0,0,4,0,0,0,0,0,0,5,, , ,1,1,5
1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1580,1,51,5,3,4,2,5,3,4,2,3,2,3,1,2,2,2,2,3,2,1,1,2,2,3,2,3,2,2,2,6, , ,1,0,4
1581,1,70,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,3,2,0,0,2,1,4,, , ,1,0,5
1582,1,55,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,5,, , ,1,1,5
1583,1,53,2,0,0,0,2,1,0,0,0,1,0,1,2,2,2,0,2,0,0,2,1,0,0,0,0,0,0,5,, , ,1,1,5
1585,1,50,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6, , ,1,1,5
1586,1,65,6,3,4,3,5,3,4,2,3,2,4,2,2,2,3,2,4,2,3,2,3,2,4,3,3,2,2,1,6, , ,1,0,5
1587,1,80,6,3,4,3,3,2,3,2,2,1,3,1,4,2,2,1,3,1,4,2,3,2,2,2,3,2,1,4,, , ,0,0,5
1589,1,45,5,3,4,2,3,2,4,2,3,1,3,2,4,3,5,3,3,2,4,2,2,2,2,2,2,2,2,1,6, , ,1,0,2
1590,1,42,3,2,4,2,3,1,4,1,1,1,2,1,2,1,4,2,2,2,2,2,1,1,2,2,3,2,2,4,, , ,1,0,4
1591,1,45,5,3,4,2,2,1,1,1,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,6, , ,1,0,5
1593,1,43,2,0,0,0,0,0,2,2,1,0,0,2,1,2,2,2,0,0,0,0,5,0,0,0,0,0,0,2,6, , ,0,0,1
1611,1,60,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,2,3,2,1,1,0,0,4,, , ,0,0,4
1612,1,64,2,8,2,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,, , ,1,1,6
1614,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1615,1,55,1,0,2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,6, , ,1,1,5
1616,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,2,3,0,0,3,2,5,, , ,0,0,1
1620,1,41,10,5,15,20,6,3,2,0,0,4,3,2,2,1,1,0,0,1,0,2,2,1,1,1,2,2,2,2,6, , ,1,0,3
1622,1,43,5,2,3,2,4,3,2,3,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,, , ,1,1,5
1623,1,62,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,, , ,1,0,4
1624,1,38,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6, , ,0,0,1
1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1627,1,51,8,5,2,4,1,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,2,4,1,0,0,0,0,1,6, , ,1,1,4
1628,1,60,8,4,2,10,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,1
1629,1,46,4,2,2,5,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,6, , ,1,1,4
1630,1,55,5,2,0,4,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,6, , ,1,1,5
1631,1,60,4,5,1,8,4,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,6, , ,1,1,1
1632,1,52,5,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6, , ,1,1,5
1633,1,65,5,2,2,4,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6, , ,1,1,3
1634,1,50,5,2,2,12,2,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,1,6, , ,1,1,1
1636,1,55,15,5,2,10,2,0,0,0,0,5,2,0,3,0,0,0,0,0,2,1,2,5,1,0,2,0,0,1,6, , ,1,1,4
1638,1,50,10,4,2,4,1,1,1,0,0,4,2,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,6, , ,1,1,1
1639,1,63,10,5,4,5,1,0,1,0,0,10,5,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0,1,6, , ,1,1,5
1640,1,65,15,5,5,5,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,6, , ,1,1,5
1641,1,45,6,2,0,3,1,0,0,0,0,8,4,0,0,0,0,0,0,0,5,0,0,9,8,0,0,0,0,6,, , ,1,1,6
1642,1,48,2,1,0,2,1,1,1,0,0,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,, , ,1,0,5
1643,1,54,15,8,0,2,3,2,4,0,0,5,0,5,3,2,8,2,0,0,5,0,3,8,5,6,0,5,0,6,, , ,1,1,6
1644,1,45,8,2,3,2,0,0,2,0,2,5,6,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,6,, , ,1,1,5
1645,1,53,15,3,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,5,, , ,1,1,5
1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1649,1,55,6,4,2,3,5,2,3,0,0,2,3,4,3,2,3,4,3,2,3,2,4,3,2,3,4,0,0,5,, , ,1,1,5
1651,1,46,3,2,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,5,, , ,0,0,5
1652,1,72,4,3,2,3,2,0,2,3,0,4,5,0,5,3,2,0,2,3,5,0,2,8,3,4,6,0,0,5,, , ,1,1,6
1675,1,44,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6, , ,1,1,5
1676,1,62,10,10,5,0,0,0,2,2,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,0,0,0,1,6, , ,1,1,5
1681,1,58,2,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,2,1,1,1,1,5,, , ,1,0,4
1683,1,48,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,, , ,1,0,4
1688,1,47,5,3,4,2,3,2,5,3,2,3,2,2,3,2,3,2,2,2,3,2,3,2,3,2,3,2,2,1,6, , ,1,0,5
1689,1,40,8,4,6,4,5,3,5,2,3,2,4,2,5,3,4,2,3,2,2,2,3,2,3,3,3,2,2,5,, , ,1,0,5
1690,1,38,5,3,6,3,5,2,4,3,5,2,3,2,5,3,4,2,3,2,2,2,3,2,4,3,5,3,5,4,, , ,1,0,5
1692,1,46,5,3,5,3,4,2,4,3,5,3,4,2,5,3,2,2,3,2,4,2,3,2,2,2,3,2,2,4,, , ,1,0,5
1693,1,70,10,6,8,6,8,6,6,4,2,5,3,4,3,5,3,4,2,5,3,2,2,3,2,3,3,3,2,1,6, , ,1,0,5
1709,1,43,2,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,2,0,0,15,0,0,0,0,0,5,, , ,0,0,5
1710,1,60,15,2,3,0,2,0,6,0,0,2,0,5,0,0,3,0,0,0,3,0,0,5,3,2,0,0,0,4,, , ,0,0,1
1711,1,40,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,, , ,0,0,5
1712,1,35,4,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,9,0,1,0,2,0,1,6, , ,0,0,1
1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1714,1,70,5,2,0,0,0,0,3,0,0,8,3,1,0,0,0,0,0,2,3,0,0,15,2,0,0,0,0,5,, , ,1,1,5
1715,1,47,6,4,5,3,4,3,5,3,4,2,3,3,5,3,4,2,5,3,4,2,3,2,5,3,5,3,4,1,6, , ,1,0,5
1716,1,66,5,3,5,3,4,3,4,2,3,2,3,2,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,5,, , ,1,0,5
1719,1,45,5,3,6,4,5,3,4,2,3,2,4,2,3,1,2,1,3,3,2,2,3,2,2,1,2,2,2,4,, , ,1,0,5
1721,1,45,5,3,4,3,4,2,3,2,1,3,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,3,2,4,, , ,1,0,4
1722,1,43,5,3,4,3,5,2,3,2,4,2,3,2,4,3,5,3,4,2,5,3,5,3,4,2,3,2,3,4,, , ,1,0,4
1723,1,57,4,3,5,3,5,3,4,2,2,2,3,2,1,1,3,2,3,2,4,2,3,2,2,2,3,1,1,1,6, , ,1,0,5
1724,1,57,6,3,5,3,4,5,3,2,3,2,4,2,3,2,3,2,3,2,3,2,4,2,3,2,2,2,3,1,6, , ,1,0,5
1725,1,40,5,3,4,2,4,3,4,2,3,2,5,2,3,2,4,2,3,2,2,2,3,2,3,3,2,2,3,1,6, , ,1,0,4
1726,1,56,5,3,4,3,4,2,3,2,4,3,2,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,1,6, , ,1,0,5
1802,1,34,15,6,4,4,2,2,2,2,2,4,2,2,2,1,0,0,0,0,2,0,2,4,2,2,2,1,0,4,, , ,1,0,5
1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1805,1,35,5,3,4,2,5,3,1,0,0,2,2,1,1,1,1,2,1,1,1,2,1,4,3,4,2,2,2,3,6, , ,1,0,5
1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1807,1,39,10,5,8,4,5,3,1,0,1,2,1,1,1,2,1,1,1,2,0,1,1,4,2,2,2,4,2,4,, , ,1,0,4
1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1809,1,66,15,12,10,8,6,4,0,0,0,6,4,3,2,2,2,4,2,3,2,1,1,3,2,2,1,2,2,3,6, , ,1,0,5
1810,1,70,12,10,10,8,8,4,0,0,0,4,2,3,2,4,2,2,2,1,1,1,1,2,2,2,2,1,1,3,6, , ,1,0,4
1811,1,70,20,15,10,8,7,5,0,0,0,4,3,4,2,3,2,2,2,1,1,2,1,4,3,4,2,3,2,3,6, , ,1,0,4
1812,1,48,10,4,4,2,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,2,4,2,2,0,0,0,1,6, , ,1,0,4
1813,1,50,14,6,6,6,0,2,0,2,2,6,3,2,2,0,0,0,0,0,0,0,3,5,3,2,2,0,0,4,, , ,1,0,5
1814,1,42,12,6,5,4,0,0,1,1,2,4,2,1,2,0,0,0,0,0,2,0,2,4,3,2,2,0,0,3,6, , ,1,0,5
1815,1,63,10,6,4,4,2,2,0,0,0,4,2,2,2,1,0,0,0,0,1,0,4,4,2,2,2,1,0,1,6, , ,1,0,5
1816,1,62,16,6,10,4,0,2,0,0,0,6,2,2,2,0,0,0,0,0,0,0,4,6,2,2,2,0,0,4,, , ,1,0,5
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1818,1,50,15,10,10,8,6,4,8,0,0,2,2,1,1,4,4,5,4,3,2,4,2,5,4,4,4,5,3,4,, , ,1,0,5
1819,1,63,16,4,8,4,0,0,0,0,0,4,2,2,3,0,0,0,0,0,0,0,2,4,4,2,2,0,0,4,, , ,1,0,5
1820,1,38,12,6,4,5,1,4,0,0,0,4,2,2,0,0,0,0,0,0,2,0,4,4,2,2,1,0,0,2,6, , ,0,0,4
1822,1,42,5,2,1,4,1,1,0,0,2,4,2,2,2,1,0,0,0,0,1,0,2,4,2,1,12,1,1,1,6, , ,1,0,4
1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1826,1,36,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,5,0,0,0,0,0,0,5,, , ,1,1,5
1827,1,48,36,2,1,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,1,0,5,0,0,0,0,0,0,6,, , ,1,1,6
1830,1,55,10,6,8,4,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,, , ,1,0,5
1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
1834,1,70,8,5,6,4,5,3,3,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,5,, , ,0,0,4
1835,1,45,15,10,8,6,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,6,4,4,2,5,3,5,, , ,1,0,5
1836,1,56,10,4,4,2,2,2,0,0,0,4,2,2,1,1,0,0,0,0,2,1,4,2,2,2,2,1,0,2,6, , ,1,0,5
1837,1,60,8,5,5,4,4,3,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,2,2,2,2,2,1,4,, , ,0,0,5
1838,1,35,6,2,2,4,0,0,0,0,0,2,2,1,0,0,0,0,0,4,0,0,3,3,2,2,2,0,0,6,, , ,1,0,6
1839,1,37,10,4,2,4,0,0,0,0,0,4,2,2,2,0,0,0,0,2,0,0,4,4,2,2,2,0,0,5,, , ,1,0,4
1840,1,45,10,6,2,6,2,2,2,1,2,4,4,2,4,1,1,2,2,4,3,0,2,6,3,3,2,1,0,4,, , ,1,0,5
1841,1,62,10,4,10,6,0,2,2,1,0,4,2,2,2,0,0,0,0,3,0,0,4,4,2,2,2,0,0,4,, , ,1,0,6
1842,1,47,14,4,4,8,6,6,4,2,4,4,4,3,4,2,2,0,0,2,0,0,4,4,4,2,4,2,2,5,, , ,1,0,6
1847,1,55,10,10,5,5,5,4,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,1,4,3,3,2,5,, , ,1,0,5
1849,1,26,5,4,3,2,4,2,2,2,2,5,5,1,1,1,1,2,2,0,0,1,1,2,1,1,1,1,1,5,, , ,1,0,5
1852,1,35,12,8,10,8,4,2,0,0,1,5,4,4,2,2,2,0,0,0,2,2,4,4,4,3,2,2,2,4,, , ,1,0,4
1855,1,36,10,3,2,4,1,1,0,1,1,4,4,2,0,0,0,0,0,0,1,0,2,4,4,2,1,0,1,1,6, , ,1,0,3
1857,1,38,15,12,10,8,8,6,6,4,5,3,4,4,5,4,2,2,1,1,1,2,2,1,1,2,1,1,1,4,, , ,1,0,5
1858,1,43,3,2,2,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,4,2,2,2,4,, , ,1,0,4
1859,1,45,20,10,8,8,4,2,0,0,0,5,5,2,2,2,1,0,0,0,1,0,2,2,2,2,1,1,1,1,6, , ,1,0,4
3001,1,54,2,1,0,5,1,0,0,0,0,2,1,0,2,2,0,0,0,0,0,0,3,3,2,0,2,2,0,2,6, , ,1,1,5
3002,1,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,3,2,2,2,1,1,0,3,6, , ,1,1,5
3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , ,,,
3004,1,30,6,3,8,6,2,2,1,1,1,2,2,3,1,1,0,0,0,0,0,0,3,2,2,2,1,1,1,2,6, , ,1,0,3
3005,1,52,20,10,12,8,6,4,2,1,0,5,4,4,2,1,0,0,0,0,4,1,4,6,4,6,2,2,2,1,6, , ,1,0,4
3006,1,40,15,10,8,8,2,4,2,1,4,4,2,2,2,1,1,0,0,0,2,0,4,4,4,5,2,2,3,2,6, , ,1,0,4
3007,1,37,5,4,5,2,3,2,3,1,2,1,2,2,2,1,4,2,1,1,1,1,1,1,2,2,1,1,1,4,, , ,1,0,5
3008,1,25,7,5,7,4,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,, , ,1,0,5
3009,1,50,10,8,10,10,10,10,2,2,2,1,2,1,1,1,1,1,1,1,0,0,0,6,5,5,4,2,4,5,, , ,1,0,5
3010,1,55,2,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,6, , ,1,0,2
3011,1,46,5,2,2,0,0,0,2,1,0,2,0,0,3,5,0,0,0,0,3,2,0,0,2,3,3,2,3,5,, , ,0,0,5
3012,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,2
3013,1,51,2,4,0,8,2,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,3
3014,1,38,2,2,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,6, , ,0,0,4
3015,1,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,6, , ,0,0,2
3016,1,42,5,3,4,2,5,3,3,2,1,1,3,2,2,1,3,2,2,1,1,1,2,1,2,1,2,1,2,5,, , ,1,0,5
