HH_Id,SocialNetwork_Intro,Num_YrsIn_Kebele,Reltv_InKebele_FinanceNeed,Frnds_InKebele_FinanceNeed,Acquint_InKebele_FinanceNeed,Reltv_OutKebele_FinanceNeed,Frnds_OutKebele_FinanceNeed,Acquint_OutKebele_FinanceNeed,Reltv_Kebele_LeaderPositn,Frnds_Kebele_LeaderPositn,Acquint_Kebele_LeaderPositn,Reltv_InKebele_QltySeed,Frnds_InKebele_QltySeed,Acquint_InKebele_QltySeed,Reltv_OutKebele_QltySeed,Frnds_OutKebele_QltySeed,Acquint_OutKebele_QltySeed,Reltv_InKebele_GrainTrader,Frnds_InKebele_GrainTrader,Acquint_InKebele_GrainTrader,Reltv_OutKebele_GrainTrader,Frnds_OutKebele_GrainTrader,Acquint_OutKebele_GrainTrader,Reltv_InKebele_InfoAccess,Frnds_InKebele_InfoAccess,Acquint_InKebele_InfoAccess,Reltv_OutKebele_InfoAccess,Frnds_OutKebele_InfoAccess,Acquint_OutKebele_InfoAccess,Traders_Trust_Yn,Trader_Trust_Type,Trader_Trust_Type_Othr,Trader_Trust_Why,Rely_GovSupp_Yn,Rely_GovSupp_Covid,GovOfficial_Skill_Conf
1254,1,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,0,5,, , ,1,1,5
1255,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,5
1257,1,60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,6, , ,0,0,2
1258,1,20,0,0,1,1,0,0,0,1,1,0,0,0,2,0,2,0,2,0,3,0,0,0,0,2,2,0,0,5,, , ,1,1,5
1259,1,50,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,2,1,0,2,0,0,2,0,0,2,1,0,5,, , ,0,0,2
1260,1,16,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,2,2,2,2,1,6, , ,1,1,5
1261,1,61,2,0,1,0,0,2,1,0,2,2,0,1,0,0,2,2,1,2,2,3,0,0,2,2,2,0,1,5,, , ,1,1,3
1262,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,6, , ,0,0,4
1263,1,35,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,3,2,0,0,0,0,0,5,, , ,1,1,5
1264,1,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,2,0,0,5,, , ,0,0,5
1265,1,38,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,2,0,3,0,3,2,0,2,0,0,0,5,, , ,0,0,5
1266,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,, , ,1,1,5
1267,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,1,2,6, , ,1,1,2
1268,1,28,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,5,, , ,1,0,2
1269,1,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,5,, , ,0,0,2
1336,1,40,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,4,, , ,1,0,4
1337,1,25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6, , ,1,0,4
1339,1,20,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,, , ,1,0,4
1340,1,28,2,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,6, , ,1,1,5
1341,1,55,1,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
1342,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,5
1416,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,6, , ,1,0,6
1418,1,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
1420,1,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,, , ,1,0,4
1421,1,60,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,, , ,1,0,5
1424,1,33,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
1425,1,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
1430,1,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6, , ,1,0,5
1431,1,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
1433,1,35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,6, , ,1,0,4
1453,1,45,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,4,, , ,1,0,4
1454,1,43,6,4,10,10,0,2,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,6,4,2,2,0,0,4,, , ,1,0,5
1455,1,65,10,4,12,5,0,0,0,0,0,5,3,2,2,0,0,0,0,0,0,0,6,4,4,3,2,0,0,4,, , ,1,0,6
1456,1,27,6,4,8,10,0,4,0,0,0,4,2,2,2,0,0,0,0,0,0,0,6,4,2,2,4,0,0,2,6, , ,1,0,6
1458,1,52,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,5,, , ,1,0,5
1459,1,45,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6, , ,1,0,5
1460,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,4,, , ,1,0,4
1461,1,44,6,4,8,10,0,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,4,4,3,2,3,0,0,4,, , ,1,0,5
1462,1,40,2,2,2,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,4,, , ,1,0,4
1463,1,48,10,4,10,16,0,10,0,0,0,4,3,3,4,0,2,0,0,0,0,0,6,4,4,5,2,0,0,4,, , ,1,0,6
1464,1,50,10,5,2,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,6, , ,1,1,3
1465,1,46,6,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,6, , ,1,1,5
1466,1,30,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,5,, , ,1,0,5
1512,1,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,1,0,0,0,4,, , ,1,0,5
1514,1,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6, , ,1,0,4
1515,1,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,6, , ,1,0,5
1516,1,40,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,, , ,1,0,4
1517,1,47,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,, , ,1,0,5
1518,1,40,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,4,, , ,1,0,4
1521,1,38,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,, , ,1,0,5
1522,1,50,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,6, , ,1,0,2
1525,1,50,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1, ,THEY ARE STABLE SMD HAVE FIXED ADRESS,1,0,5
1526,1,45,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,4,, , ,1,0,5
1527,1,55,4,1,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
1528,1,40,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,6, , ,1,0,5
1529,1,38,4,1,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6, , ,1,1,5
1530,1,38,5,1,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
1531,1,33,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,, , ,1,0,5
1533,1,41,5,1,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,6, , ,1,1,5
1534,1,42,5,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,6, , ,1,1,5
1535,1,60,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,1,1,0,2,2,6, , ,0,0,5
1536,1,18,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,5,, , ,0,0,4
1539,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,, , ,1,1,5
1540,1,36,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,6, , ,1,1,5
1542,1,23,2,3,2,3,2,3,1,1,1,2,3,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,3,5,, , ,1,0,5
1543,1,23,2,0,0,2,0,2,0,2,3,0,0,0,0,2,2,0,2,0,2,3,5,0,0,0,2,3,2,5,, , ,1,1,5
1545,1,41,6,3,4,2,5,3,0,0,0,4,2,5,2,3,2,4,2,5,3,2,1,5,3,4,2,3,2,3,6, , ,1,0,4
1546,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,3,6, , ,1,1,5
1548,1,36,0,0,2,2,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,3,5,, , ,0,0,5
1549,1,21,6,3,4,2,3,2,0,0,0,3,2,4,2,3,2,3,2,4,2,3,1,4,2,5,3,4,2,3,6, , ,1,0,5
1551,1,31,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,2,6, , ,1,1,5
1552,1,24,3,2,2,2,4,2,0,0,0,4,2,3,2,4,3,2,1,2,2,3,2,4,2,3,2,4,3,1,6, , ,1,0,4
1553,1,28,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,5,3,3,2,2,0,0,0,5,, , ,1,1,5
1554,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,3,0,0,5,, , ,1,1,5
1556,1,16,4,2,2,1,2,1,0,0,0,2,0,2,1,2,1,3,2,4,2,2,1,4,2,3,2,4,2,1,6, , ,1,0,4
1580,1,24,2,3,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,3,2,2,3,2,2,2,2,2,2,1,6, , ,1,0,5
1581,1,47,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,5,, , ,1,0,5
1582,1,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,0,4,, , ,1,1,5
1583,1,42,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,2,2,0,2,0,0,0,0,0,0,1,6, , ,1,1,5
1585,1,36,0,0,0,0,0,1,2,0,2,0,0,2,1,0,0,3,0,2,0,2,0,2,3,0,2,0,0,5,, , ,1,1,5
1586,1,65,10,6,8,4,3,2,2,2,1,1,2,2,3,1,5,3,4,2,3,2,2,2,4,2,3,2,1,3,6, , ,1,0,4
1587,1,48,2,1,3,2,2,1,2,1,3,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,6, , ,1,0,5
1589,1,26,2,2,3,1,2,4,0,2,0,2,4,1,2,2,2,3,2,2,1,3,1,2,2,2,1,3,2,2,6, , ,0,1,4
1590,1,18,2,1,1,1,2,1,0,0,0,2,1,1,1,2,1,2,1,0,0,0,0,3,2,3,2,2,1,1,6, , ,1,0,5
1591,1,19,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,, , ,1,0,5
1593,1,43,3,1,2,2,0,2,0,0,2,2,2,2,4,3,2,0,0,0,0,0,5,0,0,0,0,0,0,2,6, , ,0,1,5
1611,1,51,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,3,2,2,1,1,5,, , ,0,0,4
1612,1,40,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,, , ,1,1,6
1614,1,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,1,4
1615,1,45,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,6, , ,1,1,2
1616,1,48,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,5,, , ,1,0,3
1620,1,34,6,4,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,6, , ,1,0,4
1622,1,37,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,4,, , ,1,0,4
1623,1,45,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6, , ,1,0,2
1624,1,20,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,1, ,OTHERS ARE NOT TRUSTED,1,0,4
1626,1,62,10,10,5,2,2,2,5,1,2,2,2,0,0,0,0,1,1,1,0,0,0,2,4,2,2,2,2,5,, , ,1,0,4
1627,1,45,5,1,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6, , ,1,1,5
1628,1,45,5,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,2
1629,1,41,5,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6, , ,1,1,5
1630,1,51,10,4,0,4,2,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,6, , ,1,1,4
1631,1,40,5,1,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
1632,1,45,5,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6, , ,1,1,2
1633,1,42,5,1,1,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6, , ,1,1,5
1634,1,45,5,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6, , ,1,1,3
1636,1,49,5,2,0,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,6, , ,1,1,4
1638,1,50,4,2,0,4,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6, , ,1,1,1
1639,1,54,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6, , ,1,1,5
1640,1,50,5,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6, , ,1,1,4
1641,1,38,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,, , ,1,1,6
1642,1,45,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,5,, , ,1,0,5
1643,1,23,3,2,0,5,0,0,2,0,0,2,0,0,2,0,0,0,0,0,3,0,0,6,5,0,0,0,0,6,, , ,1,1,6
1644,1,40,5,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,, , ,1,1,5
1645,1,45,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,5,, , ,0,0,5
1647,1,28,2,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,, , ,1,0,5
1648,1,20,4,5,0,1,0,0,2,0,2,0,0,0,2,0,2,0,3,0,0,0,0,0,2,0,0,0,0,5,, , ,0,0,5
1649,1,30,2,0,0,0,3,0,0,0,0,8,3,4,3,5,0,2,0,2,3,0,0,8,3,4,6,0,0,5,, , ,1,1,5
1651,1,40,3,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,5,, , ,1,1,5
1652,1,35,10,5,3,4,2,0,2,3,0,5,3,0,3,0,0,0,0,0,2,0,0,0,6,6,0,0,0,6,, , ,1,1,6
1675,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6, , ,1,1,4
1676,1,45,5,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,6, , ,1,1,4
1681,1,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,, , ,1,0,4
1683,1,40,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,4,, , ,1,0,4
1688,1,42,5,3,4,3,5,3,4,2,3,2,3,2,3,2,4,2,3,2,3,2,3,2,3,2,3,2,4,1,6, , ,1,0,5
1689,1,20,3,5,2,2,3,2,3,1,2,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,, , ,1,0,5
1690,1,30,5,3,4,3,2,2,1,1,3,2,3,2,4,2,3,2,4,2,3,2,2,2,2,3,2,3,2,1,6, , ,1,0,5
1692,1,24,5,3,4,2,3,2,3,2,3,2,5,3,2,2,1,1,2,2,3,5,2,5,3,5,2,5,3,4,, , ,1,0,5
1693,1,37,2,5,2,3,2,5,4,5,2,3,2,5,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,4,, , ,1,0,5
1709,1,40,6,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0,0,5,, , ,0,0,5
1710,1,36,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,, , ,0,0,5
1711,1,19,1,2,1,2,1,2,1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,, , ,1,0,5
1712,1,32,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,, , ,1,0,5
1713,1,36,2,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,5,, , ,1,1,5
1714,1,45,2,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,5,, , ,1,1,6
1715,1,20,2,3,2,3,2,3,1,1,2,2,2,4,3,5,2,3,2,5,2,2,2,2,3,3,2,2,2,4,, , ,1,0,5
1716,1,33,2,3,2,4,3,5,2,2,0,2,3,2,3,5,3,2,2,2,3,2,2,3,2,3,2,2,3,1,6, , ,1,0,5
1719,1,24,2,3,2,5,2,3,2,4,1,2,3,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,3,4,, , ,1,0,5
1721,1,20,2,3,2,3,2,2,1,1,2,2,3,1,2,2,3,2,2,3,2,3,4,3,4,3,2,3,2,1,6, , ,1,0,5
1722,1,21,2,4,2,5,3,5,2,2,0,5,3,4,2,3,2,2,2,3,2,2,3,2,3,2,2,3,2,1,6, , ,1,0,5
1723,1,25,2,4,2,3,1,2,2,3,4,5,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,1,6, , ,1,0,5
1724,1,28,2,3,2,3,2,3,1,1,0,5,5,2,3,5,3,2,3,2,3,2,3,4,2,3,2,2,3,1,6, , ,1,0,5
1725,1,20,2,3,2,3,1,1,0,0,1,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,2,2,6, , ,1,0,5
1726,1,25,3,5,2,4,3,2,0,0,0,2,2,3,4,5,3,4,2,2,3,3,2,2,3,3,2,2,3,4,, , ,1,0,5
1802,1,14,4,2,2,10,2,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,3,6, , ,1,0,6
1803,1,35,4,2,2,4,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,4,4,1,1,2,1,0,2,6, , ,1,0,4
1805,1,14,2,2,2,2,4,2,0,0,0,2,2,1,1,2,2,1,1,1,1,1,1,4,2,2,2,2,2,3,6, , ,1,0,4
1806,1,36,10,6,4,10,0,0,0,0,0,4,2,2,4,0,0,0,0,0,2,0,4,5,2,2,4,0,0,4,, , ,1,0,5
1807,1,22,4,3,5,3,4,2,0,0,0,0,4,2,3,2,2,1,1,2,2,1,1,3,3,2,1,2,2,3,6, , ,1,0,4
1808,1,48,6,4,4,2,2,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,4,3,4,2,2,2,4,, , ,1,0,4
1809,1,25,6,3,4,2,3,2,0,0,0,4,2,3,2,4,2,5,3,2,1,4,2,3,2,4,2,2,1,3,6, , ,1,0,4
1810,1,30,10,10,10,8,8,4,0,0,0,4,2,3,2,4,2,2,2,1,1,1,1,2,2,2,2,1,1,1,6, , ,0,0,1
1811,1,34,4,3,4,2,2,2,0,0,0,1,1,1,1,2,1,0,0,0,0,1,1,2,2,2,1,1,1,3,6, , ,1,0,5
1812,1,25,4,2,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,0,3,6, , ,0,0,5
1813,1,25,4,4,2,10,0,2,0,0,0,2,2,2,3,0,0,0,0,0,0,0,3,3,2,2,2,0,0,4,, , ,1,0,5
1814,1,24,6,4,2,10,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,4,2,1,4,0,0,3,6, , ,0,0,6
1815,1,33,6,4,2,8,2,2,0,0,0,3,2,1,2,0,0,0,0,0,0,0,2,4,2,1,2,0,0,1,6, , ,1,0,5
1816,1,42,6,4,2,4,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,4,4,2,2,2,0,0,4,, , ,1,0,5
1817,1,34,5,3,4,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,2,2,2,2,2,5,, , ,1,0,5
1818,1,25,5,3,2,1,2,2,0,0,0,4,2,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,4,4,, , ,1,0,5
1819,1,32,4,4,2,10,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,2,4,2,2,3,0,0,4,, , ,1,0,5
1820,1,16,4,4,2,10,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,4,2,2,2,3,0,0,1,6, , ,1,0,5
1822,1,36,6,3,4,4,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4,2,2,1,0,0,0,1,6, , ,1,0,4
1823,1,40,6,2,2,5,0,2,0,0,0,2,2,2,0,0,0,0,0,0,2,2,1,2,2,2,2,0,0,2,6, , ,1,0,5
1826,1,36,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,1,2,1,3,0,0,2,1,0,0,0,2,5,, , ,1,1,5
1827,1,36,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,5,, , ,1,1,5
1830,1,22,8,6,5,3,2,3,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,5,, , ,1,0,5
1831,1,34,5,3,3,4,1,2,0,0,0,2,1,1,2,0,0,0,0,0,0,0,2,2,2,1,2,1,0,2,6, , ,1,0,4
1834,1,33,5,3,2,2,4,2,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,2,2,2,5,, , ,1,0,5
1835,1,15,5,5,4,2,3,2,0,0,0,4,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,, , ,1,0,5
1836,1,32,8,4,2,10,2,2,0,0,0,2,2,1,2,2,0,0,0,0,0,0,2,3,2,2,2,1,0,2,6, , ,1,0,5
1837,1,30,2,2,3,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1,4,, , ,1,0,5
1838,1,42,10,6,6,4,0,0,0,0,0,2,2,1,2,0,0,0,0,2,0,0,4,4,3,2,2,0,0,4,, , ,1,0,6
1839,1,8,8,4,2,10,0,2,0,0,0,4,2,2,4,0,0,0,0,2,0,0,4,4,2,2,4,0,0,5,, , ,1,0,6
1840,1,35,10,4,6,4,0,0,0,1,2,2,2,1,0,0,0,0,0,2,0,0,2,4,2,2,0,0,0,5,, , ,1,0,6
1841,1,44,4,4,4,8,0,0,0,0,0,2,2,2,4,0,0,0,0,2,0,0,0,3,2,2,2,0,0,4,, , ,1,0,6
1842,1,24,6,4,3,4,0,2,0,0,0,2,2,1,2,0,0,0,0,2,0,0,4,4,3,2,3,0,0,4,, , ,1,0,6
1847,1,36,6,4,5,3,2,2,0,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,5,, , ,1,0,5
1849,1,8,2,1,2,1,2,2,2,2,2,2,3,1,1,1,2,1,2,1,4,2,2,1,1,1,2,2,2,5,, , ,1,0,5
1852,1,24,6,4,4,8,2,2,1,0,0,1,1,0,1,1,0,0,0,0,2,4,2,2,2,2,2,1,1,3,6, , ,1,0,4
1855,1,30,8,6,4,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,4,4,2,2,0,0,2,1,6, , ,1,0,5
1857,1,21,6,4,5,3,4,2,3,2,4,2,5,2,4,2,3,2,2,2,1,1,0,1,1,2,2,2,3,5,, , ,1,0,5
1858,1,22,2,1,2,2,1,1,0,0,0,0,1,1,2,2,0,1,1,0,0,1,1,0,0,1,1,1,1,5,, , ,1,0,5
