HH_Id,Group_Memb_Yn,Group_Type,Group_Memb_Self,Group_Funcn_1,Group_Funcn_2_Othr,Group_Funcn_2,Group_Funcn_1_Othr,Group_Funcn_3,Group_Funcn_3_Othr,Group_Join_Yr,Group_Role,Group_Memb_Still,Group_Left_Rsn_1,Group_Left_OthrRsn_1,Group_Left_Rsn_2,Group_Left_OthrRsn_2,Group_Left_Rsn_3,Group_Left_OthrRsn_3
1822,1,2,0,, ,, ,, ,,,,, ,, ,, 
1822,1,3,0,, ,, ,, ,,,,, ,, ,, 
1822,1,4,0,, ,, ,, ,,,,, ,, ,, 
1822,1,5,0,, ,, ,, ,,,,, ,, ,, 
1822,1,6,0,, ,, ,, ,,,,, ,, ,, 
1822,1,7,1,9, ,99, ,, ,2003,3,1,, ,, ,, 
1822,1,8,0,, ,, ,, ,,,,, ,, ,, 
1822,1,9,0,, ,, ,, ,,,,, ,, ,, 
1822,1,10,0,, ,, ,, ,,,,, ,, ,, 
1822,1,11,0,, ,, ,, ,,,,, ,, ,, 
1822,1,12,1,6, ,10, ,99, ,2003,3,1,, ,, ,, 
1822,1,13,0,, ,, ,, ,,,,, ,, ,, 
1822,1,14,0,, ,, ,, ,,,,, ,, ,, 
1823,1,1,0,, ,, ,, ,,,,, ,, ,, 
1823,1,2,0,, ,, ,, ,,,,, ,, ,, 
1823,1,3,0,, ,, ,, ,,,,, ,, ,, 
1823,1,4,0,, ,, ,, ,,,,, ,, ,, 
1823,1,5,0,, ,, ,, ,,,,, ,, ,, 
1823,1,6,0,, ,, ,, ,,,,, ,, ,, 
1823,1,7,1,9, ,99, ,, ,1983,3,1,, ,, ,, 
1823,1,8,0,, ,, ,, ,,,,, ,, ,, 
1823,1,9,0,, ,, ,, ,,,,, ,, ,, 
1823,1,10,0,, ,, ,, ,,,,, ,, ,, 
1823,1,11,0,, ,, ,, ,,,,, ,, ,, 
1823,1,12,1,6, ,99, ,, ,1978,3,1,, ,, ,, 
1823,1,13,0,, ,, ,, ,,,,, ,, ,, 
1823,1,14,0,, ,, ,, ,,,,, ,, ,, 
1826,1,1,0,, ,, ,, ,,,,, ,, ,, 
1826,1,2,0,, ,, ,, ,,,,, ,, ,, 
1826,1,3,0,, ,, ,, ,,,,, ,, ,, 
1826,1,4,0,, ,, ,, ,,,,, ,, ,, 
1826,1,5,0,, ,, ,, ,,,,, ,, ,, 
1826,1,6,0,, ,, ,, ,,,,, ,, ,, 
1826,1,7,1,9, ,99, ,, ,2005,3,1,, ,, ,, 
1826,1,8,0,, ,, ,, ,,,,, ,, ,, 
1826,1,9,0,, ,, ,, ,,,,, ,, ,, 
1826,1,10,0,, ,, ,, ,,,,, ,, ,, 
1826,1,11,0,, ,, ,, ,,,,, ,, ,, 
1826,1,12,1,6, ,99, ,, ,2005,3,1,, ,, ,, 
1826,1,13,0,, ,, ,, ,,,,, ,, ,, 
1826,1,14,0,, ,, ,, ,,,,, ,, ,, 
1827,1,1,1,2, ,1, ,99, ,2002,3,1,, ,, ,, 
1827,1,2,0,, ,, ,, ,,,,, ,, ,, 
1827,1,3,0,, ,, ,, ,,,,, ,, ,, 
1827,1,4,0,, ,, ,, ,,,,, ,, ,, 
1827,1,5,0,, ,, ,, ,,,,, ,, ,, 
1827,1,6,0,, ,, ,, ,,,,, ,, ,, 
1827,1,7,1,9, ,99, ,, ,2000,3,1,, ,, ,, 
1827,1,8,0,, ,, ,, ,,,,, ,, ,, 
1827,1,9,0,, ,, ,, ,,,,, ,, ,, 
1827,1,10,0,, ,, ,, ,,,,, ,, ,, 
1827,1,11,0,, ,, ,, ,,,,, ,, ,, 
1827,1,12,1,6, ,99, ,, ,2000,3,1,, ,, ,, 
1827,1,13,0,, ,, ,, ,,,,, ,, ,, 
1827,1,14,0,, ,, ,, ,,,,, ,, ,, 
1830,0,1,0,, ,, ,, ,,,,, ,, ,, 
1830,0,2,0,, ,, ,, ,,,,, ,, ,, 
1830,0,3,0,, ,, ,, ,,,,, ,, ,, 
1830,0,4,0,, ,, ,, ,,,,, ,, ,, 
1830,0,5,0,, ,, ,, ,,,,, ,, ,, 
1830,0,6,0,, ,, ,, ,,,,, ,, ,, 
1830,0,7,1,9, ,99, ,, ,1994,3,1,, ,, ,, 
1830,0,8,0,, ,, ,, ,,,,, ,, ,, 
1830,0,9,1,6, ,99, ,, ,1994,3,1,, ,, ,, 
1830,0,10,0,, ,, ,, ,,,,, ,, ,, 
1830,0,11,0,, ,, ,, ,,,,, ,, ,, 
1830,0,12,1,5, ,6, ,99, ,1994,3,1,, ,, ,, 
1830,0,13,0,, ,, ,, ,,,,, ,, ,, 
1830,0,14,0,, ,, ,, ,,,,, ,, ,, 
1831,1,1,0,, ,, ,, ,,,,, ,, ,, 
1831,1,2,0,, ,, ,, ,,,,, ,, ,, 
1831,1,3,0,, ,, ,, ,,,,, ,, ,, 
1831,1,4,0,, ,, ,, ,,,,, ,, ,, 
1831,1,5,0,, ,, ,, ,,,,, ,, ,, 
1831,1,6,0,, ,, ,, ,,,,, ,, ,, 
1831,1,7,1,9, ,99, ,, ,1986,3,1,, ,, ,, 
1831,1,8,0,, ,, ,, ,,,,, ,, ,, 
1831,1,9,0,, ,, ,, ,,,,, ,, ,, 
1831,1,10,0,, ,, ,, ,,,,, ,, ,, 
1831,1,11,0,, ,, ,, ,,,,, ,, ,, 
1831,1,12,1,6, ,10, ,99, ,1982,3,1,, ,, ,, 
1831,1,13,0,, ,, ,, ,,,,, ,, ,, 
1831,1,14,0,, ,, ,, ,,,,, ,, ,, 
1834,0,1,0,, ,, ,, ,,,,, ,, ,, 
1834,0,2,0,, ,, ,, ,,,,, ,, ,, 
1834,0,3,0,, ,, ,, ,,,,, ,, ,, 
1834,0,4,0,, ,, ,, ,,,,, ,, ,, 
1834,0,5,0,, ,, ,, ,,,,, ,, ,, 
1834,0,6,0,, ,, ,, ,,,,, ,, ,, 
1834,0,7,1,9, ,99, ,, ,1980,3,1,, ,, ,, 
1834,0,8,0,, ,, ,, ,,,,, ,, ,, 
1834,0,9,1,6, ,99, ,, ,1980,3,1,, ,, ,, 
1834,0,10,0,, ,, ,, ,,,,, ,, ,, 
1834,0,11,0,, ,, ,, ,,,,, ,, ,, 
1834,0,12,1,6, ,99, ,, ,1980,3,1,, ,, ,, 
1834,0,13,1,5, ,99, ,, ,1983,3,1,, ,, ,, 
1834,0,14,0,, ,, ,, ,,,,, ,, ,, 
1835,0,1,0,, ,, ,, ,,,,, ,, ,, 
1835,0,2,0,, ,, ,, ,,,,, ,, ,, 
1835,0,3,0,, ,, ,, ,,,,, ,, ,, 
1835,0,4,0,, ,, ,, ,,,,, ,, ,, 
1835,0,5,0,, ,, ,, ,,,,, ,, ,, 
1835,0,6,0,, ,, ,, ,,,,, ,, ,, 
1835,0,7,1,9, ,99, ,, ,1998,3,1,, ,, ,, 
1835,0,8,0,, ,, ,, ,,,,, ,, ,, 
1835,0,9,1,6, ,99, ,, ,1998,3,1,, ,, ,, 
1835,0,10,0,, ,, ,, ,,,,, ,, ,, 
1835,0,11,0,, ,, ,, ,,,,, ,, ,, 
1835,0,12,1,6, ,99, ,, ,1998,3,1,, ,, ,, 
1835,0,13,0,, ,, ,, ,,,,, ,, ,, 
1835,0,14,0,, ,, ,, ,,,,, ,, ,, 
1836,1,1,0,, ,, ,, ,,,,, ,, ,, 
1836,1,2,0,, ,, ,, ,,,,, ,, ,, 
1836,1,3,0,, ,, ,, ,,,,, ,, ,, 
1836,1,4,0,, ,, ,, ,,,,, ,, ,, 
1836,1,5,0,, ,, ,, ,,,,, ,, ,, 
1836,1,6,0,, ,, ,, ,,,,, ,, ,, 
1836,1,7,1,9, ,99, ,, ,1988,3,1,, ,, ,, 
1836,1,8,0,, ,, ,, ,,,,, ,, ,, 
1836,1,9,0,, ,, ,, ,,,,, ,, ,, 
1836,1,10,0,, ,, ,, ,,,,, ,, ,, 
1836,1,11,0,, ,, ,, ,,,,, ,, ,, 
1836,1,12,1,6, ,10, ,99, ,1986,3,1,, ,, ,, 
1836,1,13,0,, ,, ,, ,,,,, ,, ,, 
1836,1,14,0,, ,, ,, ,,,,, ,, ,, 
1837,0,1,0,, ,, ,, ,,,,, ,, ,, 
1837,0,2,0,, ,, ,, ,,,,, ,, ,, 
1837,0,3,0,, ,, ,, ,,,,, ,, ,, 
1837,0,4,0,, ,, ,, ,,,,, ,, ,, 
1837,0,5,0,, ,, ,, ,,,,, ,, ,, 
1837,0,6,0,, ,, ,, ,,,,, ,, ,, 
1837,0,7,1,6, ,99, ,, ,1983,3,1,, ,, ,, 
1837,0,8,0,, ,, ,, ,,,,, ,, ,, 
1837,0,9,1,6, ,99, ,, ,1983,3,1,, ,, ,, 
1837,0,10,0,, ,, ,, ,,,,, ,, ,, 
1837,0,11,0,, ,, ,, ,,,,, ,, ,, 
1837,0,12,1,6, ,99, ,, ,1983,3,1,, ,, ,, 
1837,0,13,1,5, ,99, ,, ,2000,3,1,, ,, ,, 
1837,0,14,0,, ,, ,, ,,,,, ,, ,, 
1838,1,1,0,, ,, ,, ,,,,, ,, ,, 
1838,1,2,0,, ,, ,, ,,,,, ,, ,, 
1838,1,3,0,, ,, ,, ,,,,, ,, ,, 
1838,1,4,0,, ,, ,, ,,,,, ,, ,, 
1838,1,5,0,, ,, ,, ,,,,, ,, ,, 
1838,1,6,0,, ,, ,, ,,,,, ,, ,, 
1838,1,7,1,9, ,99, ,, ,1998,3,1,, ,, ,, 
1838,1,8,0,, ,, ,, ,,,,, ,, ,, 
1838,1,9,0,, ,, ,, ,,,,, ,, ,, 
1838,1,10,0,, ,, ,, ,,,,, ,, ,, 
1838,1,11,0,, ,, ,, ,,,,, ,, ,, 
1838,1,12,1,6, ,10, ,99, ,2000,3,1,, ,, ,, 
1838,1,13,0,, ,, ,, ,,,,, ,, ,, 
1838,1,14,0,, ,, ,, ,,,,, ,, ,, 
1839,1,1,0,, ,, ,, ,,,,, ,, ,, 
1839,1,2,0,, ,, ,, ,,,,, ,, ,, 
1839,1,3,0,, ,, ,, ,,,,, ,, ,, 
1839,1,4,0,, ,, ,, ,,,,, ,, ,, 
1839,1,5,0,, ,, ,, ,,,,, ,, ,, 
1839,1,6,0,, ,, ,, ,,,,, ,, ,, 
1839,1,7,0,, ,, ,, ,,,,, ,, ,, 
1839,1,8,1,5, ,99, ,, ,2009,3,1,, ,, ,, 
1839,1,9,0,, ,, ,, ,,,,, ,, ,, 
1839,1,10,0,, ,, ,, ,,,,, ,, ,, 
1839,1,11,0,, ,, ,, ,,,,, ,, ,, 
1839,1,12,1,6, ,10, ,99, ,2007,3,1,, ,, ,, 
1839,1,13,0,, ,, ,, ,,,,, ,, ,, 
1839,1,14,0,, ,, ,, ,,,,, ,, ,, 
1840,1,1,1,1, ,2, ,99, ,2008,3,1,, ,, ,, 
1840,1,2,0,, ,, ,, ,,,,, ,, ,, 
1840,1,3,0,, ,, ,, ,,,,, ,, ,, 
1840,1,4,0,, ,, ,, ,,,,, ,, ,, 
1840,1,5,0,, ,, ,, ,,,,, ,, ,, 
1840,1,6,0,, ,, ,, ,,,,, ,, ,, 
1840,1,7,0,, ,, ,, ,,,,, ,, ,, 
1840,1,8,0,, ,, ,, ,,,,, ,, ,, 
1840,1,9,0,, ,, ,, ,,,,, ,, ,, 
1840,1,10,0,, ,, ,, ,,,,, ,, ,, 
1840,1,11,0,, ,, ,, ,,,,, ,, ,, 
1840,1,12,1,6, ,10, ,99, ,2000,2,1,, ,, ,, 
1840,1,13,0,, ,, ,, ,,,,, ,, ,, 
1840,1,14,0,, ,, ,, ,,,,, ,, ,, 
1841,1,1,0,, ,, ,, ,,,,, ,, ,, 
1841,1,2,0,, ,, ,, ,,,,, ,, ,, 
1841,1,3,0,, ,, ,, ,,,,, ,, ,, 
1841,1,4,0,, ,, ,, ,,,,, ,, ,, 
1841,1,5,0,, ,, ,, ,,,,, ,, ,, 
1841,1,6,0,, ,, ,, ,,,,, ,, ,, 
1841,1,7,0,, ,, ,, ,,,,, ,, ,, 
1841,1,8,0,, ,, ,, ,,,,, ,, ,, 
1841,1,9,0,, ,, ,, ,,,,, ,, ,, 
1841,1,10,0,, ,, ,, ,,,,, ,, ,, 
1841,1,11,0,, ,, ,, ,,,,, ,, ,, 
1841,1,12,1,6, ,10, ,99, ,1983,3,1,, ,, ,, 
1841,1,13,0,, ,, ,, ,,,,, ,, ,, 
1841,1,14,0,, ,, ,, ,,,,, ,, ,, 
1842,1,1,0,, ,, ,, ,,,,, ,, ,, 
1842,1,2,0,, ,, ,, ,,,,, ,, ,, 
1842,1,3,0,, ,, ,, ,,,,, ,, ,, 
1842,1,4,0,, ,, ,, ,,,,, ,, ,, 
1842,1,5,0,, ,, ,, ,,,,, ,, ,, 
1842,1,6,0,, ,, ,, ,,,,, ,, ,, 
1842,1,7,0,, ,, ,, ,,,,, ,, ,, 
1842,1,8,1,5, ,10, ,99, ,2003,3,1,, ,, ,, 
1842,1,9,0,, ,, ,, ,,,,, ,, ,, 
1842,1,10,0,, ,, ,, ,,,,, ,, ,, 
1842,1,11,0,, ,, ,, ,,,,, ,, ,, 
1842,1,12,1,6, ,10, ,99, ,2003,3,1,, ,, ,, 
1842,1,13,0,, ,, ,, ,,,,, ,, ,, 
1842,1,14,0,, ,, ,, ,,,,, ,, ,, 
1847,0,1,0,, ,, ,, ,,,,, ,, ,, 
1847,0,2,0,, ,, ,, ,,,,, ,, ,, 
1847,0,3,0,, ,, ,, ,,,,, ,, ,, 
1847,0,4,0,, ,, ,, ,,,,, ,, ,, 
1847,0,5,0,, ,, ,, ,,,,, ,, ,, 
1847,0,6,0,, ,, ,, ,,,,, ,, ,, 
1847,0,7,1,9, ,99, ,, ,1994,3,1,, ,, ,, 
1847,0,8,0,, ,, ,, ,,,,, ,, ,, 
1847,0,9,1,6, ,99, ,, ,1994,3,1,, ,, ,, 
1847,0,10,0,, ,, ,, ,,,,, ,, ,, 
1847,0,11,0,, ,, ,, ,,,,, ,, ,, 
1847,0,12,1,6, ,99, ,, ,1994,3,1,, ,, ,, 
1847,0,13,0,, ,, ,, ,,,,, ,, ,, 
1847,0,14,0,, ,, ,, ,,,,, ,, ,, 
1849,0,1,0,, ,, ,, ,,,,, ,, ,, 
1849,0,2,0,, ,, ,, ,,,,, ,, ,, 
1849,0,3,0,, ,, ,, ,,,,, ,, ,, 
1849,0,4,0,, ,, ,, ,,,,, ,, ,, 
1849,0,5,0,, ,, ,, ,,,,, ,, ,, 
1849,0,6,0,, ,, ,, ,,,,, ,, ,, 
1849,0,7,0,, ,, ,, ,,,,, ,, ,, 
1849,0,8,0,, ,, ,, ,,,,, ,, ,, 
1849,0,9,0,, ,, ,, ,,,,, ,, ,, 
1849,0,10,0,, ,, ,, ,,,,, ,, ,, 
1849,0,11,0,, ,, ,, ,,,,, ,, ,, 
1849,0,12,0,, ,, ,, ,,,,, ,, ,, 
1849,0,13,0,, ,, ,, ,,,,, ,, ,, 
1849,0,14,0,, ,, ,, ,,,,, ,, ,, 
1852,1,1,0,, ,, ,, ,,,,, ,, ,, 
1852,1,2,0,, ,, ,, ,,,,, ,, ,, 
1852,1,3,0,, ,, ,, ,,,,, ,, ,, 
1852,1,4,0,, ,, ,, ,,,,, ,, ,, 
1852,1,5,0,, ,, ,, ,,,,, ,, ,, 
1852,1,6,0,, ,, ,, ,,,,, ,, ,, 
1852,1,7,1,9, ,99, ,, ,1996,3,1,, ,, ,, 
1852,1,8,0,, ,, ,, ,,,,, ,, ,, 
1852,1,9,0,, ,, ,, ,,,,, ,, ,, 
1852,1,10,0,, ,, ,, ,,,,, ,, ,, 
1852,1,11,0,, ,, ,, ,,,,, ,, ,, 
1852,1,12,0,, ,, ,, ,,,,, ,, ,, 
1852,1,13,0,, ,, ,, ,,,,, ,, ,, 
1852,1,14,0,, ,, ,, ,,,,, ,, ,, 
1855,1,1,0,, ,, ,, ,,,,, ,, ,, 
1855,1,2,0,, ,, ,, ,,,,, ,, ,, 
1855,1,3,0,, ,, ,, ,,,,, ,, ,, 
1855,1,4,0,, ,, ,, ,,,,, ,, ,, 
1855,1,5,0,, ,, ,, ,,,,, ,, ,, 
1855,1,6,0,, ,, ,, ,,,,, ,, ,, 
1855,1,7,1,9, ,99, ,, ,2001,3,1,, ,, ,, 
1855,1,8,0,, ,, ,, ,,,,, ,, ,, 
1855,1,9,0,, ,, ,, ,,,,, ,, ,, 
1855,1,10,0,, ,, ,, ,,,,, ,, ,, 
1855,1,11,0,, ,, ,, ,,,,, ,, ,, 
1855,1,12,0,, ,, ,, ,,,,, ,, ,, 
1855,1,13,0,, ,, ,, ,,,,, ,, ,, 
1855,1,14,0,, ,, ,, ,,,,, ,, ,, 
1857,0,1,0,, ,, ,, ,,,,, ,, ,, 
1857,0,2,0,, ,, ,, ,,,,, ,, ,, 
1857,0,3,0,, ,, ,, ,,,,, ,, ,, 
1857,0,4,0,, ,, ,, ,,,,, ,, ,, 
1857,0,5,0,, ,, ,, ,,,,, ,, ,, 
1857,0,6,0,, ,, ,, ,,,,, ,, ,, 
1857,0,7,1,9, ,99, ,, ,1993,3,1,, ,, ,, 
1857,0,8,0,, ,, ,, ,,,,, ,, ,, 
1857,0,9,1,6, ,99, ,, ,1993,3,1,, ,, ,, 
1857,0,10,0,, ,, ,, ,,,,, ,, ,, 
1857,0,11,0,, ,, ,, ,,,,, ,, ,, 
1857,0,12,1,6, ,5, ,99, ,1993,3,1,, ,, ,, 
1857,0,13,0,, ,, ,, ,,,,, ,, ,, 
1857,0,14,0,, ,, ,, ,,,,, ,, ,, 
1858,0,1,0,, ,, ,, ,,,,, ,, ,, 
1858,0,2,0,, ,, ,, ,,,,, ,, ,, 
1858,0,3,0,, ,, ,, ,,,,, ,, ,, 
1858,0,4,0,, ,, ,, ,,,,, ,, ,, 
1858,0,5,0,, ,, ,, ,,,,, ,, ,, 
1858,0,6,0,, ,, ,, ,,,,, ,, ,, 
1858,0,7,1,9, ,99, ,, ,1993,3,1,, ,, ,, 
1858,0,8,0,, ,, ,, ,,,,, ,, ,, 
1858,0,9,1,6, ,99, ,, ,1993,3,1,, ,, ,, 
1858,0,10,0,, ,, ,, ,,,,, ,, ,, 
1858,0,11,0,, ,, ,, ,,,,, ,, ,, 
1858,0,12,1,6, ,5, ,99, ,1993,3,1,, ,, ,, 
1858,0,13,0,, ,, ,, ,,,,, ,, ,, 
1858,0,14,0,, ,, ,, ,,,,, ,, ,, 
1859,1,1,0,, ,, ,, ,,,,, ,, ,, 
1859,1,2,0,, ,, ,, ,,,,, ,, ,, 
1859,1,3,0,, ,, ,, ,,,,, ,, ,, 
1859,1,4,0,, ,, ,, ,,,,, ,, ,, 
1859,1,5,0,, ,, ,, ,,,,, ,, ,, 
1859,1,6,0,, ,, ,, ,,,,, ,, ,, 
1859,1,7,1,9, ,99, ,, ,1999,3,1,, ,, ,, 
1859,1,8,0,, ,, ,, ,,,,, ,, ,, 
1859,1,9,0,, ,, ,, ,,,,, ,, ,, 
1859,1,10,0,, ,, ,, ,,,,, ,, ,, 
1859,1,11,0,, ,, ,, ,,,,, ,, ,, 
1859,1,12,0,, ,, ,, ,,,,, ,, ,, 
1859,1,13,0,, ,, ,, ,,,,, ,, ,, 
1859,1,14,0,, ,, ,, ,,,,, ,, ,, 
3001,0,1,0,, ,, ,, ,,,,, ,, ,, 
3001,0,2,0,, ,, ,, ,,,,, ,, ,, 
3001,0,3,0,, ,, ,, ,,,,, ,, ,, 
3001,0,4,0,, ,, ,, ,,,,, ,, ,, 
3001,0,5,0,, ,, ,, ,,,,, ,, ,, 
3001,0,6,0,, ,, ,, ,,,,, ,, ,, 
3001,0,7,1,9, ,99, ,, ,1989,3,1,, ,, ,, 
3001,0,8,0,, ,, ,, ,,,,, ,, ,, 
3001,0,9,0,, ,, ,, ,,,,, ,, ,, 
3001,0,10,0,, ,, ,, ,,,,, ,, ,, 
3001,0,11,0,, ,, ,, ,,,,, ,, ,, 
3001,0,12,1,6, ,99, ,, ,1980,3,1,, ,, ,, 
3001,0,13,0,, ,, ,, ,,,,, ,, ,, 
3001,0,14,0,, ,, ,, ,,,,, ,, ,, 
3002,1,1,0,, ,, ,, ,,,,, ,, ,, 
3002,1,2,0,, ,, ,, ,,,,, ,, ,, 
3002,1,3,0,, ,, ,, ,,,,, ,, ,, 
3002,1,4,0,, ,, ,, ,,,,, ,, ,, 
3002,1,5,0,, ,, ,, ,,,,, ,, ,, 
3002,1,6,0,, ,, ,, ,,,,, ,, ,, 
3002,1,7,0,, ,, ,, ,,,,, ,, ,, 
3002,1,8,0,, ,, ,, ,,,,, ,, ,, 
3002,1,9,0,, ,, ,, ,,,,, ,, ,, 
3002,1,10,0,, ,, ,, ,,,,, ,, ,, 
3002,1,11,0,, ,, ,, ,,,,, ,, ,, 
3002,1,12,1,6, ,99, ,, ,1997,3,1,, ,, ,, 
3002,1,13,0,, ,, ,, ,,,,, ,, ,, 
3002,1,14,0,, ,, ,, ,,,,, ,, ,, 
3003,1,1,0,, ,, ,, ,,,,, ,, ,, 
3003,1,2,0,, ,, ,, ,,,,, ,, ,, 
3003,1,3,0,, ,, ,, ,,,,, ,, ,, 
3003,1,4,0,, ,, ,, ,,,,, ,, ,, 
3003,1,5,0,, ,, ,, ,,,,, ,, ,, 
3003,1,6,0,, ,, ,, ,,,,, ,, ,, 
3003,1,7,1,9, ,99, ,, ,1988,3,1,, ,, ,, 
3003,1,8,0,, ,, ,, ,,,,, ,, ,, 
3003,1,9,0,, ,, ,, ,,,,, ,, ,, 
3003,1,10,0,, ,, ,, ,,,,, ,, ,, 
3003,1,11,0,, ,, ,, ,,,,, ,, ,, 
3003,1,12,1,6, ,99, ,, ,1983,3,1,, ,, ,, 
3003,1,13,1,5, ,10, ,99, ,1990,3,0,3, ,99, ,, 
3003,1,14,0,, ,, ,, ,,,,, ,, ,, 
3004,1,1,0,, ,, ,, ,,,,, ,, ,, 
3004,1,2,0,, ,, ,, ,,,,, ,, ,, 
3004,1,3,0,, ,, ,, ,,,,, ,, ,, 
3004,1,4,0,, ,, ,, ,,,,, ,, ,, 
3004,1,5,0,, ,, ,, ,,,,, ,, ,, 
3004,1,6,0,, ,, ,, ,,,,, ,, ,, 
3004,1,7,1,9, ,99, ,, ,1996,3,1,, ,, ,, 
3004,1,8,1,5, ,99, ,, ,1994,3,1,, ,, ,, 
3004,1,9,0,, ,, ,, ,,,,, ,, ,, 
3004,1,10,0,, ,, ,, ,,,,, ,, ,, 
3004,1,11,0,, ,, ,, ,,,,, ,, ,, 
3004,1,12,0,, ,, ,, ,,,,, ,, ,, 
3004,1,13,0,, ,, ,, ,,,,, ,, ,, 
3004,1,14,0,, ,, ,, ,,,,, ,, ,, 
3005,1,1,0,, ,, ,, ,,,,, ,, ,, 
3005,1,2,0,, ,, ,, ,,,,, ,, ,, 
3005,1,3,0,, ,, ,, ,,,,, ,, ,, 
3005,1,4,0,, ,, ,, ,,,,, ,, ,, 
3005,1,5,0,, ,, ,, ,,,,, ,, ,, 
3005,1,6,0,, ,, ,, ,,,,, ,, ,, 
3005,1,7,1,9, ,99, ,, ,1998,3,1,, ,, ,, 
3005,1,8,1,5, ,99, ,, ,2007,3,1,, ,, ,, 
3005,1,9,0,, ,, ,, ,,,,, ,, ,, 
3005,1,10,0,, ,, ,, ,,,,, ,, ,, 
3005,1,11,0,, ,, ,, ,,,,, ,, ,, 
3005,1,12,0,, ,, ,, ,,,,, ,, ,, 
3005,1,13,0,, ,, ,, ,,,,, ,, ,, 
3005,1,14,0,, ,, ,, ,,,,, ,, ,, 
3006,1,1,0,, ,, ,, ,,,,, ,, ,, 
3006,1,2,0,, ,, ,, ,,,,, ,, ,, 
3006,1,3,0,, ,, ,, ,,,,, ,, ,, 
3006,1,4,0,, ,, ,, ,,,,, ,, ,, 
3006,1,5,0,, ,, ,, ,,,,, ,, ,, 
3006,1,6,0,, ,, ,, ,,,,, ,, ,, 
3006,1,7,1,9, ,99, ,, ,2001,3,1,, ,, ,, 
3006,1,8,1,5, ,99, ,, ,2008,3,1,, ,, ,, 
3006,1,9,0,, ,, ,, ,,,,, ,, ,, 
3006,1,10,0,, ,, ,, ,,,,, ,, ,, 
3006,1,11,0,, ,, ,, ,,,,, ,, ,, 
3006,1,12,0,, ,, ,, ,,,,, ,, ,, 
3006,1,13,0,, ,, ,, ,,,,, ,, ,, 
3006,1,14,0,, ,, ,, ,,,,, ,, ,, 
3007,0,1,0,, ,, ,, ,,,,, ,, ,, 
3007,0,2,0,, ,, ,, ,,,,, ,, ,, 
3007,0,3,0,, ,, ,, ,,,,, ,, ,, 
3007,0,4,0,, ,, ,, ,,,,, ,, ,, 
3007,0,5,0,, ,, ,, ,,,,, ,, ,, 
3007,0,6,0,, ,, ,, ,,,,, ,, ,, 
3007,0,7,1,9, ,99, ,, ,2000,3,1,, ,, ,, 
3007,0,8,0,, ,, ,, ,,,,, ,, ,, 
3007,0,9,1,6, ,99, ,, ,2000,3,1,, ,, ,, 
3007,0,10,0,, ,, ,, ,,,,, ,, ,, 
3007,0,11,0,, ,, ,, ,,,,, ,, ,, 
3007,0,12,1,6, ,99, ,, ,2000,3,1,, ,, ,, 
3007,0,13,0,, ,, ,, ,,,,, ,, ,, 
3007,0,14,0,, ,, ,, ,,,,, ,, ,, 
3008,0,1,0,, ,, ,, ,,,,, ,, ,, 
3008,0,2,0,, ,, ,, ,,,,, ,, ,, 
3008,0,3,0,, ,, ,, ,,,,, ,, ,, 
3008,0,4,0,, ,, ,, ,,,,, ,, ,, 
3008,0,5,0,, ,, ,, ,,,,, ,, ,, 
3008,0,6,0,, ,, ,, ,,,,, ,, ,, 
3008,0,7,1,9, ,99, ,, ,2008,3,1,, ,, ,, 
3008,0,8,0,, ,, ,, ,,,,, ,, ,, 
3008,0,9,1,6, ,99, ,, ,2008,3,1,, ,, ,, 
3008,0,10,0,, ,, ,, ,,,,, ,, ,, 
3008,0,11,0,, ,, ,, ,,,,, ,, ,, 
3008,0,12,1,6, ,99, ,, ,2008,3,1,, ,, ,, 
3008,0,13,0,, ,, ,, ,,,,, ,, ,, 
3008,0,14,0,, ,, ,, ,,,,, ,, ,, 
3009,0,1,0,, ,, ,, ,,,,, ,, ,, 
3009,0,2,0,, ,, ,, ,,,,, ,, ,, 
3009,0,3,0,, ,, ,, ,,,,, ,, ,, 
3009,0,4,0,, ,, ,, ,,,,, ,, ,, 
3009,0,5,0,, ,, ,, ,,,,, ,, ,, 
3009,0,6,0,, ,, ,, ,,,,, ,, ,, 
3009,0,7,1,9, ,99, ,, ,1986,3,1,, ,, ,, 
3009,0,8,0,, ,, ,, ,,,,, ,, ,, 
3009,0,9,1,6, ,99, ,, ,1986,3,1,, ,, ,, 
3009,0,10,0,, ,, ,, ,,,,, ,, ,, 
3009,0,11,0,, ,, ,, ,,,,, ,, ,, 
3009,0,12,1,6, ,99, ,, ,1990,3,1,, ,, ,, 
3009,0,13,0,, ,, ,, ,,,,, ,, ,, 
3009,0,14,0,, ,, ,, ,,,,, ,, ,, 
3010,0,1,0,, ,, ,, ,,,,, ,, ,, 
3010,0,2,0,, ,, ,, ,,,,, ,, ,, 
3010,0,3,0,, ,, ,, ,,,,, ,, ,, 
3010,0,4,0,, ,, ,, ,,,,, ,, ,, 
3010,0,5,0,, ,, ,, ,,,,, ,, ,, 
3010,0,6,0,, ,, ,, ,,,,, ,, ,, 
3010,0,7,1,6, ,99, ,, ,1982,3,1,, ,, ,, 
3010,0,8,0,, ,, ,, ,,,,, ,, ,, 
3010,0,9,1,6, ,99, ,, ,1982,3,1,, ,, ,, 
3010,0,10,0,, ,, ,, ,,,,, ,, ,, 
3010,0,11,0,, ,, ,, ,,,,, ,, ,, 
