HH_Id,Food_Insec_Intro_M,HH_Own_Wheat_Supp_M,HH_Own_Wheat_Supp_M,NoFood_Yn_M,NoFood_Period_M,NoFood_CovidEff_M,NoHealthy_Food_Yn_M,NoHealthy_Food_Period_M,NoHealthy_Food_CovidEff_M,FewFood_Yn_M,FewFood_Period_M,FewFood_CovidEff_M,SkipMeal_Yn_M,SkipMeal_Period_M,SkipMeal_CovidEff_M,AteLess_Yn_M,AteLess_Period_M,AteLess_CovidEff_M,RanOutFood_Yn_M,RanOutFood_Period_M,RanOutFood_CovidEff_M,HungryNoEat_Yn_M,HungryNoEat_Period_M,HungryNoEat_CovidEff_M,NoEat_WholeDay_Yn_M,NoEat_WholeDay_Period_M
427,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,
429,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
430,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
431,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
432,1,2,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
433,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
434,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1,2,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
454,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,
455,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
456,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
457,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
458,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
459,1,3,1,2,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
460,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
461,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
462,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
463,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
464,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
465,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,,,1,1,0,1,1,0,1,1,0
466,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
467,1,5,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,
468,1,5,1,1,0,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,
469,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
470,1,1,1,1,1,0,,,0,,,0,,,1,1,0,0,,,0,,,1,1,1
471,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
544,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1,2,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,0,,
548,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
549,1,2,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,1,2,0
550,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1,2,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
553,1,2,0,,,1,2,0,1,2,0,0,,,1,1,0,1,2,0,0,,,0,,
554,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
555,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
556,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
558,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
653,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
654,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1,3,1,1,0,1,1,0,1,1,0,0,,,1,1,0,0,,,0,,,0,,
658,1,4,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
659,1,1,0,,,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
660,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
662,1,1,1,1,0,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
664,1,1,1,1,0,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
665,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
667,1,1,1,3,0,1,2,0,1,3,0,1,2,0,1,1,0,1,2,0,1,1,0,0,,
668,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
670,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
671,1,4,0,,,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
672,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
675,1,3,1,2,1,0,,,1,2,1,0,,,0,,,0,,,0,,,0,,
676,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
677,1,4,0,,,98,,,98,,,0,,,0,,,0,,,0,,,0,,
678,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
679,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
680,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
681,1,4,1,3,1,1,4,0,0,,,0,,,1,3,0,1,3,1,0,,,0,,
682,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
683,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
684,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
685,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
686,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
687,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
689,1,1,0,,,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
690,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
691,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
692,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
695,1,1,0,,,0,,,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
696,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
697,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
698,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
699,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
700,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
701,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,
705,1,2,1,3,0,1,3,0,1,3,0,1,2,0,1,2,0,1,2,0,1,1,0,1,1,0
706,1,2,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,1,0,1,1,0
708,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
709,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
711,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,
712,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
714,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
715,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
716,1,3,1,2,0,1,1,0,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,
717,1,4,1,1,0,1,1,0,1,1,0,0,,,1,1,0,0,,,0,,,0,,
817,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
818,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,
819,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
820,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
824,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
826,1,4,1,1,0,1,2,1,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,
827,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
829,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
830,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
831,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
832,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
833,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
871,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
872,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
873,1,4,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
874,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,,,,,,
876,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
877,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
878,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
879,1,3,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,
880,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
881,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
882,1,2,1,2,0,0,,,1,2,0,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0
883,1,2,0,,,0,,,0,,,0,,,0,,,1,2,1,1,2,0,1,2,0
884,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
885,1,4,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
886,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
887,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
888,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
889,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
890,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
891,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
892,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
893,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
894,1,1,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
895,1,3,1,2,0,0,,,1,1,0,1,1,1,0,,,0,,,0,,,0,,
896,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
897,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
899,,,,,,,,,,,,,,,,,,,,,,,,,,
900,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
901,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
902,1,4,1,1,0,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,
903,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
904,1,5,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
905,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
906,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
907,1,4,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
908,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
910,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
911,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
912,1,1,0,,,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
913,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
914,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
916,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,
917,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
918,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
919,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
920,1,5,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,
921,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
922,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
924,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1061,1,3,1,2,0,1,1,0,0,,,99,,,99,,,0,,,0,,,99,,
1062,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1063,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,1,4,1,1,0,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
1065,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1070,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1,3,1,1,0,0,,,99,,,99,,,0,,,0,,,0,,,0,,
1073,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1078,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1211,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1213,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1214,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1215,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1216,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1219,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1221,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1223,1,5,0,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1224,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1225,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1230,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1232,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1235,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1237,1,1,1,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
1238,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1239,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,
1240,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1273,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1274,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1275,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
1276,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1277,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1278,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1280,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,,,1,1,0,0,,
1282,1,4,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1307,1,4,1,1,0,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
1311,1,4,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1312,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,1,4,1,1,0,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
1314,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1317,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1318,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1319,1,4,0,,,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
1320,1,3,1,1,1,0,,,99,,,99,,,99,,,99,,,99,,,0,,
1323,1,4,98,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1324,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,1,5,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,
1326,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,1,1,1,1,0,1,1,1,0,,,1,1,1,0,,,0,,,0,,,0,,
1329,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
1330,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1331,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1332,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1333,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1334,1,1,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
1335,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1401,1,4,0,,,0,,,1,1,1,0,,,1,1,0,0,,,0,,,0,,
1403,1,1,1,1,0,0,,,1,1,1,0,,,0,,,0,,,0,,,0,,
1408,1,1,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,
1409,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1413,1,3,1,1,0,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,
1415,1,1,1,1,0,0,,,1,1,1,0,,,1,1,0,1,1,0,0,,,0,,
6001,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6002,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6003,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6004,1,1,1,2,0,1,1,0,1,2,0,0,,,0,,,0,,,0,,,0,,
6005,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6006,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6007,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6008,1,5,0,,,0,,,0,,,98,,,98,,,98,,,98,,,0,,
6011,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6012,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6013,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6014,1,4,0,,,0,,,1,1,0,0,,,1,1,0,0,,,0,,,0,,
6015,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6016,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6017,1,4,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
6019,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6020,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6021,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6023,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6024,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6025,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6026,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6027,1,3,99,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6028,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,1,5,98,,,98,,,0,,,0,,,0,,,0,,,0,,,0,,
6031,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6032,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6033,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6034,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6035,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
6036,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,2,0,1,1,0
6037,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
6039,1,3,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0
329,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
330,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
335,1,2,0,,,0,,,1,1,1,1,1,0,1,1,0,1,1,0,0,,,0,,
336,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1,2,1,1,0,1,2,0,1,1,0,0,,,1,1,0,1,1,0,1,1,0,1,1,0
339,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
340,1,1,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,
341,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
342,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
343,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
344,1,1,0,,,1,1,1,1,1,1,1,1,0,0,,,0,,,0,,,1,2,98
345,1,1,1,1,0,0,,,0,,,1,1,1,0,,,1,2,1,0,,,0,,
346,1,1,0,,,0,,,1,1,0,0,,,0,,,1,1,0,0,,,0,,
398,1,2,0,,,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,
399,1,2,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,
400,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
495,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
496,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
498,1,2,1,3,0,1,2,0,1,2,0,1,3,0,0,,,0,,,0,,,0,,
499,1,3,1,4,0,1,3,0,1,3,0,1,3,0,0,,,0,,,0,,,0,,
500,1,2,1,3,0,1,5,0,1,4,1,0,,,1,1,0,0,,,0,,,0,,
501,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
505,1,3,1,4,0,1,5,0,1,3,0,1,2,0,0,,,0,,,0,,,0,,
507,1,2,1,2,0,1,5,0,1,5,0,1,1,0,1,5,0,1,1,0,1,5,0,0,,
508,1,2,1,1,0,99,,,99,,,99,,,1,1,0,0,,,0,,,0,,
510,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
511,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
512,1,2,1,1,0,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,
1132,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1133,1,2,1,4,1,1,2,0,1,3,0,1,4,0,1,3,0,1,3,0,1,3,0,0,,
1134,1,3,0,,,1,3,0,1,4,0,1,2,0,1,2,0,1,3,0,1,3,0,0,,
1135,1,1,0,,,1,1,1,0,,,0,,,0,,,0,,,0,,,0,,
1137,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1138,1,1,0,,,0,,,98,,,98,,,98,,,0,,,0,,,0,,
1139,1,1,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1141,1,1,1,2,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,
1178,1,1,1,2,0,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,
1179,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1181,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1182,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1189,1,3,1,2,0,1,2,0,1,2,1,1,2,0,0,,,0,,,0,,,0,,
1191,1,2,0,,,1,3,0,1,4,1,1,2,0,1,2,0,0,,,1,2,0,1,2,0
1193,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
1199,1,1,1,2,0,1,2,1,1,2,1,1,2,0,1,2,0,0,,,0,,,0,,
1200,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1435,1,1,0,,,1,3,1,1,3,1,0,,,1,4,0,1,3,1,1,3,0,0,,
1436,1,1,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1439,1,1,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,
1440,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1441,1,1,98,,,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1442,1,1,0,,,0,,,1,1,1,0,,,0,,,0,,,0,,,1,1,0
1443,1,2,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1468,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1470,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1472,1,1,0,,,1,2,1,1,2,1,1,5,1,1,4,1,1,1,1,1,2,1,0,,
1473,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1477,1,5,0,,,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,
1478,1,1,1,2,0,98,,,98,,,1,1,0,0,,,0,,,1,2,0,0,,
1479,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1480,1,3,1,3,0,1,4,1,1,3,0,1,4,0,1,3,0,0,,,0,,,0,,
1481,1,1,1,2,1,98,,,98,,,98,,,98,,,98,,,98,,,98,,
1595,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1597,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1598,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
1599,1,1,1,3,0,1,3,0,1,3,0,1,2,0,1,1,0,0,,,0,,,0,,
1600,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,0,,,0,,,0,,
